gene	bp_HG002_v4.2.1	fraction_HG002_v4.2.1	bp_coordinates_plus_segdups_plus_flanking_hifiasm_dip.bed	fraction_coordinates_plus_segdups_plus_flanking_hifiasm_dip.bed	chrom	start	end	start_coordinates_plus_segdups_plus_flanking	end_coordinates_plus_segdups_plus_flanking	bp_MRG_benchmark_bed	fraction_MRG_benchmark_bed	bp_in_AllRepeats_gt_10kb	fraction_in_AllRepeats_gt_10kb	bp_in_reference_gaps_stratification	fraction_in_reference_gaps_stratification	bp_in_Tier1andTier2_SV_0.6_slop150_stratification	fraction_in_Tier1andTier2_SV_0.6_slop150_stratification	bp_in_illumina_ccs_ont_cnv_stratification	fraction_in_illumina_ccs_ont_cnv_stratification	bp_in_ccs_ont_elliptical_outlier_cnv_stratification	fraction_in_ccs_ont_elliptical_outlier_cnv_stratification	bp_in_assembly_cnv_stratification	fraction_in_assembly_cnv_stratification	bp_in_vdj_stratification	fraction_in_vdj_stratification	bp_in_inversions_stratification	fraction_in_inversions_stratification	bp_in_segmental_duplications_gt5_percent_identity_gte_990_stratification	fraction_in_segmental_duplications_gt5_percent_identity_gte_990_stratification	bp_in_segmental_duplications_stratification	fraction_in_segmental_duplications_stratification	bp_in_low_mappability_and_segmental_duplications_stratification	fraction_in_low_mappability_and_segmental_duplications_stratification	num_v0.6_SVs_in_gene	num_MRG_SV_v0.1_in_gene	num_MRG_small_variant_v0.2_variants_in_gene	num_v4.2.1_small_variants_in_gene	bp_exon_covered_v4.2.1	fraction_exon_covered_v4.2.1	bp_exon_covered_MRG_benchmark	fraction_exon_covered_MRG_benchmark	mandelker	cosmic	high_priority	num_v4.2.1_variants_in_exons	num_MRG_SV_v0.1_benchmark_variants_in_exons	num_MRG_small_variant_v0.2_variants_in_exons	num_MRG_small_variant_v0.03_variants_in_gene	bp_MRG_small_variant_v0.03	fraction_MRG_small_variant_v0.03	num_MRG_SV_v0.02_SVs_in_gene	bp_exon_covered_MRG_small_variant_v0.03_benchmark	fraction_exon_covered_MRG_small_variant_v0.03_benchmark	num_MRG_small_variant_v0.03_variants_in_exons	num_MRG_SV_v0.02_variants_in_exons	bp_in_HG002_GIABv4.1_CNVsandSVs_stratification	fraction_in_HG002_GIABv4.1_CNVsandSVs_stratification	bp_in_HG002_GIABv4.1_complexandSVs_alldifficultregions_stratification	fraction_in_HG002_GIABv4.1_complexandSVs_alldifficultregions_stratification	num_breaks_in_hifiasm_dip.bed_plus_segdups_plus_flanking
RAD51D	21353	0.982650713	61730	1	17	33426811	33448541	33406811	33468541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0.006258629	0	0	0	24	2594	1	0	0	yes	no	yes	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLFN5	30127	0.983931546	70619	1	17	33570055	33600674	33550055	33620674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0.004311049	0	0	0	73	10480	0.989986775	0	0	yes	no	no	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX12	4068	1	44068	1	17	33901814	33905882	33881814	33925882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2672	1	0	0	yes	no	yes	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS2L2	8316	0.993904625	48367	1	17	34071530	34079897	34051530	34099897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3008	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF15	53334	0.966896302	95160	1	17	34136459	34191619	34116459	34211619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2051	0.037182741	2900	0.052574329	0	0	0	5	1675	0.770114943	0	0	yes	yes	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL5	8792	0.945173081	49302	1	17	34198495	34207797	34178495	34227797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0.030316061	0	0	0	2	1059	0.742636746	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL3	1913	1	41913	1	17	34415602	34417515	34395602	34437515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1913	1	1913	1	0	0	0	2	775	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL4L1	0	0	31416	0.158375512	17	34538310	34540280	34477484	34675848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1970	1	1970	1	0	0	0	0	0	0	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL3L1	0	0	31416	0.158375512	17	34623842	34625731	34477484	34675848	0	0	0	0	0	0	1889	1	0	0	0	0	0	0	0	0	0	0	0	0	1889	1	1889	1	0	0	0	0	0	0	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	1889	1	1889	1	0
LHX1	7605	0.970892378	47833	1	17	35294084	35301917	35274084	35321917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4069	0.988581147	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACACA	308519	0.949330125	364986	1	17	35441923	35766909	35421923	35786909	0	0	0	0	0	0	5628	0.017317669	0	0	0	0	0	0	0	0	0	0	0	0	1130	0.003477073	5449	0.016766876	1	0	0	261	10620	1	0	0	yes	no	no	4	0	0	0	0	0	0	0	0	0	0	5628	0.017317669	5628	0.0173177	0
HNF1B	58093	0.987942587	98802	1	17	36046435	36105237	36026435	36125237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0.003316214	0	0	0	99	2967	1	0	0	yes	no	yes	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR179	18317	1	144718	0.473717978	17	36481413	36499730	36214236	36519730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2.18E-04	0	0	0	12	7969	1	0	0	yes	no	no	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MLLT6	23988	0.988747372	64261	1	17	36861795	36886056	36841795	36906056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2417	0.099624912	2630	0.108404435	0	0	0	9	7366	0.974596454	0	0	no	yes	no	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LASP1	50880	0.980139084	91911	1	17	37026112	37078023	37006112	37098023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1572	0.030282599	1679	0.032343819	0	0	0	101	4066	0.991223793	0	0	no	yes	no	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK12	94008	0.909203451	143396	1	17	37617764	37721160	37597764	37741160	0	0	0	0	0	0	2051	0.019836357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1274	0.01232156	0	0	0	62	8491	0.987325581	0	0	no	yes	no	3	0	0	0	0	0	0	0	0	0	0	2051	0.019836357	2051	0.0198364	0
TCAP	2368	1	42368	1	17	37820440	37822808	37800440	37842808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2121	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNMT	2494	1	42494	1	17	37824234	37826728	37804234	37846728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1250	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERBB2	41196	0.969044035	82512	1	17	37844167	37886679	37824167	37906679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0.009926609	0	0	0	37	5427	1	0	0	yes	yes	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IKZF3	95062	0.957871084	139243	1	17	37921198	38020441	37901198	38040441	0	0	0	0	0	0	2317	0.023346735	0	0	1000	0.010076277	0	0	0	0	0	0	0	0	0	0	704	0.007093699	1	0	0	25	2429	1	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	3317	0.033423012	3317	0.033423	0
ZPBP2	9597	0.986128237	49732	1	17	38024417	38034149	38004417	38054149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2287	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRA	33536	0.942631475	75577	1	17	38214543	38250120	38194543	38270120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0.002023779	0	0	0	34	6048	0.978007762	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC6	14598	0.954991495	55286	1	17	38443885	38459171	38423885	38479171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0.019298705	0	0	0	1	3060	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RARA	46980	0.98593914	87650	1	17	38465444	38513094	38445444	38533094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2.10E-04	0	0	0	7	2989	0.957399103	0	0	no	yes	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOP2A	28138	0.955969287	69434	1	17	38544768	38574202	38524768	38594202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0.00346538	0	0	0	12	5723	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR7	11703	1	51703	1	17	38710021	38721724	38690021	38741724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2170	1	0	0	yes	yes	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMARCE1	23443	0.995625584	63546	1	17	38781214	38804760	38761214	38824760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	8.07E-04	0	0	0	13	5829	1	0	0	yes	yes	yes	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT10	4153	0.927422957	44478	1	17	38974369	38978847	38954369	38998847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1793	0.847353497	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM99	17107	0.996679096	57164	1	17	38975358	38992522	38955358	39012522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0.001223491	0	0	0	6	2017	0.981508516	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT12	5907	1	45907	1	17	39017555	39023462	38997555	39043462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1859	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP1-1	350	0.388026608	40902	1	17	39196811	39197713	39176811	39217713	536	0.594235033	0	0	0	0	552	0.611973392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0.223946785	0	1	0	0	350	0.388026608	536	0.594235033	yes	no	no	0	0	0	0	536	0.594235033	1	536	0.594235033	0	1	552	0.611973392	552	0.6119734	0
KRT37	3770	1	43770	1	17	39577005	39580775	39557005	39600775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1696	0.449867374	1766	0.468435013	0	0	0	5	1468	1	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT38	4373	0.977206704	44475	1	17	39592698	39597173	39572698	39617173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1396	0.311955307	1466	0.327597765	0	0	0	19	2294	0.984549356	0	0	yes	no	no	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT13	4724	1	44724	1	17	39657233	39661957	39637233	39681957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1691	1	0	0	yes	no	no	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT9	6021	0.968941101	31330	0.677933094	17	39722096	39728310	39702096	39748310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2086	0.915313734	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
KRT14	4436	0.955622576	54138	0.78435861	17	39738531	39743173	39718531	39787553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4642	1	4642	1	0	0	0	9	1639	0.990931076	0	0	yes	no	no	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
KRT16	6121	1	46121	1	17	39766030	39772151	39746030	39792151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6121	1	6121	1	0	0	0	5	1636	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT17	5384	0.996114709	45405	1	17	39775689	39781094	39755689	39801094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5405	1	5405	1	0	0	0	4	1516	1	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUP	159288	0.951024234	207491	1	17	39775692	39943183	39755692	39963183	0	0	0	0	0	0	3326	0.019857783	0	0	0	0	0	0	0	0	0	0	0	0	11861	0.070815745	13970	0.083407467	2	0	0	224	3691	1	0	0	yes	no	yes	6	0	0	0	0	0	0	0	0	0	0	3326	0.019857783	3326	0.0198578	0
FKBP10	10225	0.970758568	50533	1	17	39968932	39979465	39948932	39999465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0.024209627	0	0	0	11	2619	0.989048338	0	0	yes	no	no	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL10	11625	0.915426412	52699	1	17	39991937	40004636	39971937	40024636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0.014725569	0	0	0	29	2052	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACLY	60852	0.956281233	103606	0.999729818	17	40023161	40086795	40003161	40106795	0	0	0	0	0	0	362	0.005688783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1554	0.024420907	0	0	0	72	4316	0.992412049	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	362	0.005688783	362	0.0056888	1
KAT2A	7893	0.956727273	48250	1	17	40265126	40273376	40245126	40293376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3091	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCRT	1392	1	41392	1	17	40336078	40337470	40316078	40357470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAT5B	75414	0.972594436	117539	1	17	40351186	40428725	40331186	40448725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3547	0.045744722	5292	0.068249526	0	0	0	56	5084	1	0	0	yes	yes	yes	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAT3	71527	0.950600712	115244	1	17	40465342	40540586	40445342	40560586	0	0	0	0	0	0	1358	0.018047951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1423	0.018911807	2	0	0	39	4677	0.931116862	0	0	yes	yes	no	1	0	0	0	0	0	0	0	0	0	0	1358	0.018047951	1358	0.018048	0
PTRF	20220	0.959886067	61065	1	17	40554470	40575535	40534470	40595535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0.009257061	0	0	0	60	3826	1	0	0	yes	no	no	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGLU	8221	0.993234264	48277	1	17	40688190	40696467	40668190	40716467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0.007128187	0	0	0	6	2538	1	0	0	yes	no	yes	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMC3IP	5414	0.981508339	45816	1	17	40724333	40729849	40704033	40749849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0.005076142	0	0	0	5	1536	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNK4	16054	0.987452331	56258	1	17	40932696	40948954	40912696	40968954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0.015254029	0	0	0	1	3982	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G6PC	12271	0.976057906	52572	1	17	41052814	41065386	41032814	41085386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0.007079224	0	0	0	6	2990	0.967011643	0	0	yes	no	yes	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRCA1	76091	0.937219786	122416	1	17	41196312	41277500	41176312	41298728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8524	0.104990885	9209	0.113428093	0	0	0	8	7146	0.985791144	0	0	yes	yes	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETV4	48587	0.938407756	91776	1	17	41605212	41656988	41585212	41676988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	0.013423208	0	0	0	79	2710	1	0	0	yes	yes	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOST	5057	1	45057	1	17	41831099	41836156	41811099	41856156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2298	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYY	48004	0.927954225	91731	1	17	42030106	42081837	42010106	42101837	0	0	0	0	0	0	1286	0.024859369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	725	0.014014807	0	0	0	73	1046	1	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	1286	0.024859369	1286	0.0248594	0
NAGS	4517	1	44517	1	17	42081914	42086431	42061914	42106431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2175	1	0	0	yes	no	yes	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G6PC3	4953	0.88351766	45606	1	17	42148103	42153709	42128103	42173709	4994	0.890831252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1527	1	1527	1	yes	no	no	1	0	1	2	4994	0.890831252	0	1527	1	1	0	0	0	0	0	0
SLC4A1	18577	0.940321928	61179	1	17	42325753	42345509	42304330	42365509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0.008250658	0	0	0	5	4727	0.955915066	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A39	5245	1	45245	1	17	42396993	42402238	42376993	42422238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1632	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRN	7736	0.984725051	47856	1	17	42422614	42430470	42402614	42450470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2135	1	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA2B	16090	0.928715729	57325	1	17	42449548	42466873	42429548	42486873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0.004213564	0	0	0	11	3303	1	0	0	yes	no	yes	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPATCH8	102994	0.952360698	148146	1	17	42472652	42580798	42452652	42600798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9003	0.083248571	10138	0.093743643	0	0	0	120	4684	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFTUD2	49185	0.989259639	89719	1	17	42927311	42977030	42907311	42997030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	0.007663066	0	0	0	3	4913	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC103	6248	1	46248	1	17	42976510	42982758	42956510	43002758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3502	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFAP	11713	0.981892866	51929	1	17	42982376	42994305	42962376	43014305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3920	0.995934959	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K14	51649	0.95777547	93926	1	17	43340488	43394414	43320488	43414414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628	0.011645588	0	0	0	55	0	0	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1	50964	0.929169174	90311	0.507895891	17	43513266	43568115	43492292	43670106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54849	1	54849	1	0	0	0	109	5230	0.996000762	0	0	yes	no	no	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRHR1	199897	0.934416881	242053	0.922915316	17	43699267	43913194	43670924	43933194	0	0	0	0	0	0	10251	0.047918215	0	0	0	0	0	0	0	0	0	0	0	0	5898	0.027570152	7114	0.033254334	0	0	0	915	2864	0.953395473	0	0	yes	no	yes	12	0	0	0	0	0	0	0	0	0	0	10251	0.047918215	10251	0.0479182	1
MAPT	122961	0.91794822	173952	1	17	43971748	44105700	43951748	44125700	0	0	0	0	0	0	6972	0.052048495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1645	0.012280518	0	0	0	677	6699	0.985002206	0	0	yes	no	no	37	0	0	0	0	0	0	0	0	0	0	6972	0.052048495	6972	0.0520485	0
KANSL1	96546	0.493965239	125487	0.517583152	17	44107282	44302733	44087282	44329730	0	0	0	0	0	0	12042	0.06161135	16152	0.082639639	89733	0.459107398	89654	0.458703204	0	0	0	0	0	0	33906	0.173475705	34443	0.176223197	0	0	0	487	3473	0.625315088	0	0	yes	no	no	13	0	0	0	0	0	0	0	0	0	0	94860	0.485339036	94860	0.485339	1
WNT3	68187	0.965165327	110648	1	17	44839872	44910520	44819872	44930520	0	0	0	0	0	0	915	0.012951534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0.007530291	0	0	0	85	3215	0.959701493	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	915	0.012951534	915	0.0129515	0
GOSR2	101033	0.966637964	161321	1	17	45000483	45105003	44980483	45141804	0	0	0	0	0	0	501	0.004793341	0	0	0	0	0	0	0	0	0	0	0	0	37021	0.354200153	39569	0.378578263	0	0	0	158	2751	1	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	501	0.004793341	501	0.0047933	0
ITGB3	88916	0.983083829	130446	1	17	45331212	45421658	45311212	45441658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	6.97E-04	0	0	0	94	3980	1	0	0	yes	no	yes	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGB3	88865	0.983074285	130395	1	17	45331263	45421658	45311263	45441658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	6.97E-04	0	0	0	94	3980	1	0	0	yes	no	yes	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX21	12610	0.979417476	52875	1	17	45810610	45823485	45790610	45843485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0.001242718	0	0	0	30	2566	1	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNPO	6605	0.973901504	46782	1	17	46018872	46025654	45998872	46045654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0.006635211	0	0	0	11	2213	0.925941423	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFE2L1	12891	0.979708162	53158	1	17	46125691	46138849	46105691	46158849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0.025535796	0	0	0	19	4501	0.944001678	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB1	2471	1	42471	1	17	46605888	46608359	46585888	46628359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB6	10715	1	50715	1	17	46671639	46682354	46651639	46702354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3431	1	0	0	yes	no	no	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB8	3336	0.89221717	43739	1	17	46688739	46692478	46668739	46712478	3683	0.985022733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	1596	0.876441516	1765	0.969247666	yes	no	no	1	0	1	5	3683	0.985022733	0	1765	0.969247666	1	0	0	0	0	0	0
HOXB13	4415	1	44415	1	17	46802125	46806540	46782125	46826540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3465	1	0	0	yes	no	yes	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GIP	6981	0.695180243	50042	1	17	47035916	47045958	47015916	47065958	8599	0.856303525	0	0	0	0	1490	0.148376817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	956	0.095200159	0	0	34	22	710	1	710	1	yes	no	no	1	0	1	34	8599	0.856303525	0	710	1	1	0	1490	0.148376817	1490	0.1483768	0
B4GALNT2	35380	0.942737616	77529	1	17	47209822	47247351	47189822	47267351	0	0	0	0	0	0	1322	0.035226092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1158	0.030856138	1	0	0	35	2097	1	0	0	yes	no	no	4	0	0	0	0	0	0	0	0	0	0	1322	0.035226092	1322	0.0352261	0
PHB	10494	0.96879616	50832	1	17	47481414	47492246	47461414	47512246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1154	0.106536189	1154	0.106536189	0	0	0	12	1825	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPOP	77250	0.973534972	119350	1	17	47676246	47755596	47656246	47775596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	0.008393195	0	0	0	44	3713	1	0	0	no	yes	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
