gene	mandelker	cosmic	high_priority	bp_HG002_v4.2.1	fraction_HG002_v4.2.1	bp_hifiasm_dip.bed	fraction_hifiasm_dip.bed	chrom	start	end	start_coordinates_plus_segdups_plus_flanking	end_coordinates_plus_segdups_plus_flanking	bp_exon_covered_v4.2.1	fraction_exon_covered_v4.2.1	bp_MRG_benchmark_bed	fraction_MRG_benchmark_bed	bp_exon_covered_MRG_benchmark	fraction_exon_covered_MRG_benchmark	bp_in_AllRepeats_gt_10kb	fraction_in_AllRepeats_gt_10kb	bp_in_reference_gaps_stratification	fraction_in_reference_gaps_stratification	bp_in_Tier1andTier2_SV_0.6_slop150_stratification	fraction_in_Tier1andTier2_SV_0.6_slop150_stratification	bp_in_illumina_ccs_ont_cnv_stratification	fraction_in_illumina_ccs_ont_cnv_stratification	bp_in_ccs_ont_elliptical_outlier_cnv_stratification	fraction_in_ccs_ont_elliptical_outlier_cnv_stratification	bp_in_assembly_cnv_stratification	fraction_in_assembly_cnv_stratification	bp_in_vdj_stratification	fraction_in_vdj_stratification	bp_in_inversions_stratification	fraction_in_inversions_stratification	bp_in_segmental_duplications_gt5_percent_identity_gte_990_stratification	fraction_in_segmental_duplications_gt5_percent_identity_gte_990_stratification	bp_in_segmental_duplications_stratification	fraction_in_segmental_duplications_stratification	bp_in_low_mappability_and_segmental_duplications_stratification	fraction_in_low_mappability_and_segmental_duplications_stratification	num_MRG_SV_v0.1_in_gene	num_MRG_SV_v0.1_benchmark_variants_in_exons	num_MRG_small_variant_v0.2_variants_in_gene	num_v4.2.1_small_variants_in_gene	num_v4.2.1_variants_in_exons	num_MRG_small_variant_v0.2_variants_in_exons	bp_MRG_small_variant_v0.03	fraction_MRG_small_variant_v0.03	num_MRG_small_variant_v0.03_variants_in_gene	num_MRG_SV_v0.02_SVs_in_gene	bp_exon_covered_MRG_small_variant_v0.03_benchmark	fraction_exon_covered_MRG_small_variant_v0.03_benchmark	num_MRG_small_variant_v0.03_variants_in_exons	num_MRG_SV_v0.02_variants_in_exons	bp_in_HG002_GIABv4.1_CNVsandSVs_stratification	fraction_in_HG002_GIABv4.1_CNVsandSVs_stratification	bp_in_HG002_GIABv4.1_complexandSVs_alldifficultregions_stratification	fraction_in_HG002_GIABv4.1_complexandSVs_alldifficultregions_stratification	num_breaks_in_hifiasm_dip.bed_plus_segdups_plus_flanking
PMS2P3	yes	no	no	18926	0.9276996	344222	0.7262098	chr7	75507747	75528148	75074150	75548148	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20401	1	20401	1	0	NA	0	30	NA	NA	0	0	0	0	NA	NA	NA	NA	0	0	20401	1	1
HIP1	yes	yes	no	194130	0.9439182	555036	0.8104939	chr7	75533298	75738962	75074150	75758962	7729	0.96878917	0	0	0	0	0	0	0	0	1723	0.008377742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3092	0.015034231	0	0	0	363	1	0	0	0	0	0	0	0	0	0	1723	0.008377742	30986	0.1506632	1
POR	yes	no	no	82993	0.9468142	127655	1	chr7	75899200	75986855	75879200	76006855	2430	1	0	0	0	0	0	0	0	0	655	0.007472477	0	0	0	0	0	0	0	0	0	0	0	0	1537	0.017534653	3206	0.03657521	0	0	0	114	4	0	0	0	0	0	0	0	0	0	655	0.007472477	18244	0.2081342	0
HSPB1	yes	no	no	1622	1	41622	1	chr7	76302673	76304295	76282673	76324295	774	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0.072133169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1154	0.7114673	0
PTPN12	yes	no	no	100671	0.9795376	142774	1	chr7	77537295	77640069	77517295	77660069	3437	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0.002928756	0	0	0	133	3	0	0	0	0	0	0	0	0	0	0	0	15903	0.1547376	0
MAGI2	yes	no	no	1409326	0.9810067	1476612	1	chr7	78017055	79453667	77997055	79473667	6953	1	0	0	0	0	0	0	0	0	3656	0.002544876	0	0	2000	0.001392164	0	0	0	0	0	0	0	0	1456	0.001013496	38480	0.026785242	0	0	0	2725	3	0	0	0	0	0	0	0	0	0	5656	0.003937041	210221	0.1463311	0
CD36	yes	no	no	299625	0.9674622	349702	1	chr7	80369575	80679277	80349575	80699277	2291	0.399546564	0	0	0	0	0	0	0	0	783	0.002528237	0	0	0	0	5842	0.018863294	0	0	0	0	0	0	0	0	1557	0.005027413	0	0	0	428	2	0	0	0	0	0	0	0	0	0	6625	0.021391531	47683	0.1539641	0
SEMA3C	no	no	yes	177502	0.9871038	219821	1	chr7	80742538	80922359	80722538	80942359	4888	0.987474747	0	0	0	0	0	0	0	0	345	0.001918575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	0.002858398	0	0	0	112	9	0	0	0	0	0	0	0	0	0	345	0.001918575	25036	0.1392273	0
HGF	yes	no	yes	70096	0.9813519	111428	1	chr7	81699010	81770438	81679010	81790438	7283	0.984987828	0	0	0	0	0	0	0	0	710	0.00994008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0.004186033	0	0	0	91	7	0	0	0	0	0	0	0	0	0	710	0.00994008	12692	0.1776894	0
CACNA2D1	yes	no	no	485570	0.9763479	537333	1	chr7	81946444	82443777	81926444	82463777	7795	1	0	0	0	0	0	0	0	0	1986	0.0039933	0	0	1000	0.002010725	0	0	0	0	0	0	0	0	0	0	5566	0.011191697	0	0	0	680	5	0	0	0	0	0	0	0	0	0	2986	0.006004025	85318	0.171551	0
PCLO	yes	no	no	404132	0.9882959	448918	1	chr7	82754012	83162930	82734012	83182930	22200	0.994489988	0	0	0	0	0	0	0	0	314	7.68E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9703	0.023728474	0	0	0	459	20	0	0	0	0	0	0	0	0	0	314	0.00076788	92943	0.2272901	0
SEMA3E	yes	no	no	278835	0.9752852	325901	1	chr7	83363238	83649139	83343238	83669139	7083	0.963018355	0	0	0	0	0	0	0	0	3135	0.010965334	0	0	0	0	0	0	0	0	0	0	0	0	1155	0.00403986	8642	0.030227246	0	0	0	687	4	0	0	0	0	0	0	0	0	0	3135	0.010965334	63951	0.2236823	0
SEMA3A	yes	no	no	521325	0.9709059	576947	1	chr7	83955777	84492724	83935777	84512724	8075	0.987525988	0	0	0	0	0	0	0	0	7824	0.014571271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29881	0.055649813	0	0	0	1014	7	0	0	0	0	0	0	0	0	0	7824	0.014571271	136032	0.2533434	0
GRM3	no	yes	no	206914	0.9363896	260970	1	chr7	86643914	86864884	86623914	86884884	4128	0.968559362	0	0	0	0	0	0	0	0	0	0	0	0	12000	0.054306014	0	0	0	0	0	0	0	0	0	0	2834	0.01282527	0	0	0	102	0	0	0	0	0	0	0	0	0	0	12000	0.054306014	31487	0.1424945	0
ABCB4	yes	no	no	78257	0.9938785	118739	1	chr7	87401696	87480435	87381696	87500435	4422	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3753	0.047663801	0	0	0	122	3	0	0	0	0	0	0	0	0	0	0	0	11019	0.1399434	0
ABCB1	yes	no	yes	204315	0.9715129	250306	1	chr7	87503017	87713323	87483017	87733323	5533	1	0	0	0	0	0	0	0	0	1886	0.008967885	0	0	0	0	0	0	0	0	0	0	0	0	1366	0.006495297	3058	0.014540717	0	0	0	145	7	0	0	0	0	0	0	0	0	0	1886	0.008967885	30490	0.1449792	0
ADAM22	yes	no	no	256988	0.9562486	308746	1	chr7	87934143	88202889	87914143	88222889	9500	0.991028583	0	0	0	0	0	0	0	0	7359	0.027382733	0	0	1000	0.003720986	0	0	0	0	0	0	0	0	0	0	16164	0.060146011	0	0	0	340	3	0	0	0	0	0	0	0	0	0	8359	0.031103719	55701	0.2072626	0
SRI	yes	no	no	21745	0.9939209	61878	1	chr7	88205115	88226993	88185115	88246993	2879	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1308	0.059786086	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3528	0.1612579	0
AKAP9	yes	yes	no	163955	0.9655146	209811	1	chr7	91940862	92110673	91920862	92130673	12403	0.998149042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2190	0.012896691	5624	0.033119174	0	0	0	262	13	0	0	0	0	0	0	0	0	0	0	0	31195	0.1837042	0
KRIT1	yes	no	no	46407	0.9832616	87197	1	chr7	92198969	92246166	92178969	92266166	4951	0.979813972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0.004089243	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	7736	0.1639087	0
GATAD1	yes	no	no	12472	0.9903915	52593	1	chr7	92447482	92460075	92427482	92480075	4445	0.973499781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.59E-04	0	0	0	10	7	0	0	0	0	0	0	0	0	0	0	0	1678	0.1332486	0
PEX1	yes	no	yes	41001	0.9879759	81500	1	chr7	92487020	92528520	92467020	92548520	4345	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0.001445783	0	0	0	41	2	0	0	0	0	0	0	0	0	0	0	0	6800	0.1638554	0
CDK6	no	yes	no	230203	0.9937449	271652	1	chr7	92604921	92836573	92584921	92856573	11619	0.993161809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1023	0.004416107	0	0	0	27	3	0	0	0	0	0	0	0	0	0	0	0	22465	0.0969774	0
SAMD9	yes	no	yes	18306	0.9889789	58510	1	chr7	93099513	93118023	93079513	93138023	6852	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3189	0.172285251	0	0	0	28	3	0	0	0	0	0	0	0	0	0	0	0	3954	0.2136143	0
CALCR	yes	no	no	141289	0.9404032	190243	1	chr7	93424487	93574730	93404487	93594730	3706	0.933736458	0	0	0	0	0	0	0	0	474	0.003154889	0	0	7000	0.046591189	0	0	0	0	0	0	0	0	0	0	650	0.004326325	0	0	0	227	6	0	0	0	0	0	0	0	0	0	7474	0.049746078	27104	0.1804011	0
COL1A2	yes	no	no	36220	0.9969173	76332	1	chr7	94394895	94431227	94374895	94451227	5020	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	4	0	0	0	0	0	0	0	0	0	0	0	4347	0.1196466	0
SGCE	yes	no	no	131278	0.9917654	172368	1	chr7	94524204	94656572	94504204	94676572	2142	0.998136067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0.002553487	0	0	0	173	1	0	0	0	0	0	0	0	0	0	0	0	20731	0.1566164	0
PEG10	yes	no	no	12516	0.9361256	53370	1	chr7	94656325	94669695	94636325	94689695	6627	1	0	0	0	0	0	0	0	0	739	0.055272999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0.021690352	0	0	0	11	7	0	0	0	0	0	0	0	0	0	739	0.055272999	3088	0.2309648	0
PPP1R9A	yes	no	no	383583	0.9855349	429213	1	chr7	94907202	95296415	94887202	95316415	10763	0.989246324	0	0	0	0	0	0	0	0	651	0.001672606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12051	0.030962481	0	0	0	357	9	0	0	0	0	0	0	0	0	0	651	0.001672606	60753	0.1560919	0
PON1	yes	no	no	26391	0.9826854	66856	1	chr7	95297676	95324532	95277676	95344532	2384	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0.005920465	0	0	0	39	5	0	0	0	0	0	0	0	0	0	0	0	2439	0.0908177	0
PON3	yes	no	no	36376	0.9965208	76503	1	chr7	95359872	95396375	95339872	95416375	1182	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3946	0.108100704	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	6472	0.1773005	0
PON2	yes	no	no	30178	0.9905143	70467	1	chr7	95404862	95435329	95384862	95455329	1771	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0.009748252	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	4065	0.133423	0
PDK4	yes	no	no	12915	0.9921641	53017	1	chr7	95583499	95596516	95563499	95616516	3590	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	9	0	0	0	0	0	0	0	0	0	0	0	2075	0.1594069	0
SLC25A13	yes	no	no	198810	0.9845637	228467	0.9443634	chr7	96120220	96322147	96100220	96342147	3152	0.992755906	0	0	0	0	0	0	0	0	318	0.001574827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6379	0.031590624	0	0	0	189	0	0	0	0	0	0	0	0	0	0	318	0.001574827	23750	0.1176168	1
DLX6	yes	no	no	5204	0.9484236	45487	1	chr7	97005553	97011040	96985553	97031040	2014	0.876795821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1357	0.2473118	0
DLX5	yes	no	no	4447	0.9765041	44554	1	chr7	97020396	97024950	97000396	97044950	1415	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1834	0.4027229	0
ASNS	yes	no	yes	20390	0.9772346	202596	1	chr7	97851677	97872542	97816810	98019406	2861	0.980466073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20865	1	20865	1	0	0	0	22	1	0	0	0	0	0	0	0	0	0	0	0	20865	1	0
NPTX2	yes	no	no	12337	0.9803719	52584	1	chr7	98617285	98629869	98597285	98649869	2708	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2524	0.2005721	0
TRRAP	yes	yes	no	169780	0.9819663	212898	1	chr7	98877933	99050831	98857933	99070831	12472	0.989448631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1408	0.00814353	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	18843	0.1089833	0
ARPC1B	no	no	yes	19264	0.9366461	60567	1	chr7	99374249	99394816	99354249	99414816	1761	0.968646865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0.011134341	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5320	0.2586668	0
CYP3A5	yes	no	yes	31390	0.9869828	115813	1	chr7	99648194	99679998	99628194	99744007	5761	1	0	0	0	0	0	0	0	0	312	0.009810087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4029	0.126682178	0	0	0	7	3	0	0	0	0	0	0	0	0	0	312	0.009810087	5555	0.1746636	0
CYP3A7	yes	no	no	49626	0.9877983	128021	1	chr7	99684957	99735196	99664957	99792978	2066	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40172	0.799617827	43772	0.871275304	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	43947	0.8747587	0
CYP3A4	yes	no	yes	26485	0.9705731	109224	1	chr7	99756960	99784248	99695024	99804248	2768	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27288	1	27288	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	27288	1	0
GJC3	yes	no	no	6252	0.9839471	46354	1	chr7	99923266	99929620	99903266	99949620	1117	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0.013849544	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	478	0.0752282	0
MIR106B	yes	no	no	81	1	40081	1	chr7	100093993	100094074	100073993	100114074	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	NA	NA	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0
AP4M1	yes	no	no	8278	0.9411096	48796	1	chr7	100101549	100110345	100081549	100130345	3743	0.982156914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	0	0	0	0	0	0	0	0	0	0	0	2148	0.2442019	0
GAL3ST4	yes	no	no	9046	0.9651126	55305	1	chr7	100159244	100168617	100139244	100194549	2379	0.990424646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0.037874747	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	1363	0.1454177	0
PCOLCE	yes	no	no	5710	0.9824501	45812	1	chr7	100602363	100608175	100582363	100628175	1507	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2476	0.4260151	0
TFR2	yes	no	no	21606	0.9661494	62363	1	chr7	100620416	100642779	100600416	100662779	3112	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0.007020525	0	0	0	30	1	0	0	0	0	0	0	0	0	0	0	0	5176	0.2314537	0
EPO	yes	no	no	3198	0.9894802	43232	1	chr7	100720468	100723700	100700468	100743700	1657	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	902	0.2790841	0
ZAN	yes	no	no	47171	0.7347279	104202	1	chr7	100733595	100797797	100713595	100817797	7562	0.866903588	53003	0.825566182	7762	0.88983148	0	0	0	0	13623	0.212189651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3567	0.055559017	1	0	90	74	10	10	52309	0.81475655	81	1	7762	0.88983148	10	0	13623	0.212189651	24369	0.3795676	0
ACHE	yes	no	no	6955	0.9964184	46980	1	chr7	100889994	100896974	100869994	100916974	3158	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0	0	0	0	0	0	4251	0.6090258	0
MUC3A	yes	no	no	1452	0.0771807	19437	0.3304881	chr7	100949534	100968347	100929534	100988347	203	0.018066928	0	0	0	0	0	0	0	0	988	0.052516877	0	0	15347	0.815765694	0	0	0	0	0	0	0	0	0	0	323	0.017168979	0	0	0	3	2	0	0	0	0	0	0	0	0	0	15347	0.815765694	16358	0.8695051	0
SERPINE1	yes	no	no	11569	0.9527299	52143	1	chr7	101127104	101139247	101107104	101159247	3147	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0.009223421	0	0	0	24	4	0	0	0	0	0	0	0	0	0	0	0	1659	0.1366219	0
AP1S1	yes	no	no	6562	0.9190476	47140	1	chr7	101154456	101161596	101134456	101181596	1299	0.980377358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3	0	0	0	0	0	0	0	0	0	0	0	2127	0.2978992	0
PLOD3	yes	no	no	12042	0.967773	52443	1	chr7	101205977	101218420	101185977	101238420	2802	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0.002250261	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3975	0.3194567	0
CUX1	no	yes	no	450168	0.9617864	508054	1	chr7	101815904	102283958	101795904	102303958	15251	0.98209801	0	0	0	0	0	0	0	0	889	0.001899353	0	0	0	0	0	0	0	0	0	0	0	0	44314	0.09467711	47562	0.10161648	0	0	0	585	16	0	0	0	0	0	0	0	0	0	889	0.001899353	97428	0.2081555	0
S100A11P1	yes	no	no	311	1	131466	1	chr7	103262000	103262311	103157305	103288771	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	1	311	1	0	NA	0	5	NA	NA	0	0	0	0	NA	NA	NA	NA	0	0	311	1	0
SLC26A5	yes	no	no	91322	0.9769462	133477	1	chr7	103352730	103446207	103332730	103466207	2895	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1273	0.013618323	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	12200	0.1305134	0
RELN	yes	no	no	508415	0.9817349	557874	1	chr7	103471784	103989658	103451784	104009658	11648	1	0	0	0	0	0	0	0	0	1775	0.003427475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17050	0.032923066	0	0	0	860	5	0	0	0	0	0	0	0	0	0	1775	0.003427475	71797	0.138638	0
KMT2E	yes	no	no	97414	0.9661308	140829	1	chr7	105014190	105115019	104994190	105135019	7638	0.983011583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0.00326295	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	14789	0.1466741	0
COG5	yes	no	no	349033	0.961632	402959	1	chr7	107201555	107564514	107181555	107584514	7725	1	0	0	0	0	0	0	0	0	5667	0.015613334	0	0	0	0	0	0	0	0	7904	0.021776564	0	0	0	0	9979	0.027493463	0	0	0	317	2	0	0	0	0	0	0	0	0	0	8926	0.024592309	59459	0.1638174	0
SLC26A4	yes	no	yes	55154	0.9679367	96981	1	chr7	107660828	107717809	107640828	107737809	4585	0.972222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0.00605465	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	7549	0.1324828	0
SLC26A3	yes	no	no	36471	0.9659145	77758	1	chr7	107765467	107803225	107745467	107823225	2861	1	0	0	0	0	0	0	0	0	648	0.017161926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3.97E-04	0	0	0	26	3	0	0	0	0	0	0	0	0	0	648	0.017161926	3355	0.0888553	0
DLD	yes	no	yes	40024	0.9865904	80568	1	chr7	107891162	107931730	107871162	107951730	3841	1	7931	0.195498915	299	0.077844311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0.008775389	0	0	13	70	8	0	7931	0.195498915	13	0	299	0.077844311	0	0	0	0	4010	0.0988464	0
LAMB1	yes	no	yes	71278	0.8978435	119388	1	chr7	107923799	108003187	107903799	108023187	5016	0.893162393	78118	0.98400262	5616	1	0	0	0	0	0	0	0	0	7000	0.088174535	0	0	0	0	0	0	0	0	0	0	337	0.004244974	0	0	89	68	4	4	78118	0.98400262	89	0	5616	1	4	0	7000	0.088174535	13318	0.1677583	0
NRCAM	yes	no	no	299897	0.9702453	349094	1	chr7	108147623	108456717	108127623	108476717	6659	0.995217456	0	0	0	0	0	0	0	0	2196	0.007104635	0	0	3000	0.009705785	0	0	0	0	0	0	0	0	0	0	8817	0.028525303	0	0	0	626	10	0	0	0	0	0	0	0	0	0	5196	0.01681042	39275	0.1270649	0
IMMP2L	yes	no	no	885623	0.9841644	939873	1	chr7	110662644	111562517	110642644	111582517	2931	1	0	0	0	0	0	0	0	0	998	0.001109045	0	0	3000	0.003333804	0	0	0	0	0	0	0	0	4687	0.005208513	41862	0.046519898	0	0	0	805	3	0	0	0	0	0	0	0	0	0	3998	0.004442849	148246	0.164741	0
DOCK4	yes	no	no	473000	0.9848073	520297	1	chr7	111726110	112206407	111706110	112226407	8300	1	0	0	0	0	0	0	0	0	303	6.31E-04	0	0	0	0	0	0	0	0	0	0	0	0	1965	0.004091219	9718	0.020233314	0	0	0	577	1	0	0	0	0	0	0	0	0	0	303	0.00063086	51310	0.1068297	0
IFRD1	yes	no	no	57378	0.9884408	98049	1	chr7	112422968	112481017	112402968	112501017	3998	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0.002963014	0	0	0	95	7	0	0	0	0	0	0	0	0	0	0	0	6240	0.1074954	0
PPP1R3A	yes	no	no	195958	0.9840065	239143	1	chr7	113876777	114075920	113856777	114095920	4214	0.974560592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4363	0.02190888	0	0	0	282	3	0	0	0	0	0	0	0	0	0	0	0	31482	0.1580874	0
FOXP2	yes	no	yes	599701	0.9872515	647445	1	chr7	114086327	114693772	114066327	114713772	7061	1	0	0	0	0	0	0	0	0	2691	0.004430031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12713	0.020928644	0	0	0	567	3	0	0	0	0	0	0	0	0	0	2691	0.004430031	110191	0.1814008	0
CAV1	yes	no	no	35388	0.9780284	76183	1	chr7	116525001	116561184	116505001	116581184	3446	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0.00845701	0	0	0	34	4	0	0	0	0	0	0	0	0	0	0	0	3266	0.0902634	0
MET	yes	yes	yes	124448	0.9861954	166190	1	chr7	116672196	116798386	116652196	116818386	6864	1	0	0	0	0	0	0	0	0	363	0.002876615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8210	0.065060623	0	0	0	109	7	0	0	0	0	0	0	0	0	0	363	0.002876615	18230	0.1444647	0
CFTR	yes	no	yes	421604	0.9831014	468851	1	chr7	117287120	117715971	117267120	117735971	6043	1	0	0	0	0	0	0	0	0	0	0	0	0	2000	0.004663624	0	0	0	0	0	0	0	0	0	0	7519	0.017532896	0	0	0	406	4	0	0	0	0	0	0	0	0	0	2000	0.004663624	59985	0.1398738	0
CTTNBP2	yes	no	no	161083	0.9852895	203488	1	chr7	117710651	117874139	117690651	117894139	5881	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	865	0.005290908	0	0	0	105	1	0	0	0	0	0	0	0	0	0	0	0	17431	0.1066194	0
KCND2	yes	no	no	473370	0.992053	517162	1	chr7	120273175	120750337	120253175	120770337	5824	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4200	0.008802042	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	69209	0.145043	0
TSPAN12	yes	no	no	70601	0.9932331	111082	1	chr7	120787320	120858402	120767320	120878402	2634	0.977002967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0.002476014	0	0	0	29	2	0	0	0	0	0	0	0	0	0	0	0	8340	0.1173293	0
AASS	yes	no	yes	69974	0.9896473	110706	1	chr7	122073549	122144255	122053549	122164255	5837	0.992349541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0.006237094	0	0	0	56	3	0	0	0	0	0	0	0	0	0	0	0	8520	0.120499	0
CADPS2	yes	no	no	556126	0.9784956	608348	1	chr7	122318411	122886759	122298411	122906759	5752	1	0	0	0	0	0	0	0	0	3072	0.005405139	0	0	0	0	0	0	0	0	0	0	0	0	1098	0.001931915	19798	0.034834292	0	0	0	635	4	0	0	0	0	0	0	0	0	0	3072	0.005405139	89362	0.1572311	0
TAS2R16	yes	no	no	996	1	40996	1	chr7	122994704	122995700	122974704	123015700	996	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
