Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
ENSG00000202092	118781411	118781528	5	RNA5SP190
ENSG00000164405	132202252	132203723	5	UQCRQ
ENSG00000239084	118804654	118804750	5	snoU13
ENSG00000213663	118882826	118883301	5	CTD-2158P22.1
ENSG00000249919	118890945	118891353	5	FABP5P6
ENSG00000239067	118945897	118946000	5	snoU13
ENSG00000250895	118988218	118988695	5	CTD-2158P22.4
ENSG00000145819	142149949	142608576	5	ARHGAP26
ENSG00000183666	21341942	21589481	5	GUSBP1
ENSG00000234259	119015892	119016775	5	CTC-507E12.1
ENSG00000251293	119581143	119669197	5	CTC-552D5.1
ENSG00000251975	119673244	119673348	5	RNU6-718P
ENSG00000261036	119681602	119740532	5	RP11-574H6.1
ENSG00000145860	158584417	158637061	5	RNF145
ENSG00000164406	132208014	132210738	5	LEAP2
ENSG00000205572	69321074	69338940	5	SERF1B
ENSG00000066583	128430444	128449721	5	ISOC1
ENSG00000233974	21481436	21484120	5	RP11-823P9.3
ENSG00000072364	132211071	132299326	5	AFF4
ENSG00000203563	21493692	21494062	5	AC138951.1
ENSG00000272130	21569864	21570154	5	RP11-360I2.1
ENSG00000164332	158690089	158713044	5	UBLCP1
ENSG00000253766	21616371	21779631	5	RP11-804N13.1
ENSG00000164616	135266006	135287280	5	FBXL21
ENSG00000212122	112768251	112770728	5	TSSK1B
ENSG00000221615	21734320	21734413	5	AC140132.1
ENSG00000213430	21882694	21884421	5	HSPD1P1
ENSG00000047188	112849380	112930982	5	YTHDC2
ENSG00000145757	94987885	95034415	5	SPATA9
ENSG00000253104	22139356	22141577	5	RP11-855C21.1
ENSG00000168967	22142461	22152465	5	PMCHL1
ENSG00000113302	158741791	158757895	5	IL12B
ENSG00000152422	82373317	82649606	5	XRCC4
ENSG00000249206	22580334	22580928	5	GCNT1P2
ENSG00000145808	128795958	129074376	5	ADAMTS19
ENSG00000249404	23013157	23014636	5	CTD-2234B20.1
ENSG00000264118	23201554	23201836	5	RN7SL572P
ENSG00000170214	159343790	159399551	5	ADRA1B
ENSG00000250319	23262268	23263294	5	CTD-2272G21.3
ENSG00000120708	135364584	135399507	5	TGFBI
ENSG00000206912	23299264	23299371	5	Y_RNA
ENSG00000250332	23303674	23305252	5	CTD-2272G21.2
ENSG00000249289	23329536	23330001	5	CTD-2272G21.1
ENSG00000133401	31639517	32111037	5	PDZD2
ENSG00000248591	23456577	23456959	5	CTD-2351A8.1
ENSG00000113312	159436120	159492550	5	TTC1
ENSG00000249607	23689036	23689495	5	RP11-197O8.1
ENSG00000252083	23972297	23972403	5	SNORA40
ENSG00000234865	23980696	23981047	5	CTD-2138O14.1
ENSG00000200600	23994611	23994712	5	Y_RNA
ENSG00000226432	24170479	24171355	5	CTD-2015B23.2
ENSG00000250694	24352418	24353552	5	CTD-2074D8.1
ENSG00000251294	24554127	24613331	5	RP11-116O11.1
ENSG00000270741	119993772	119994066	5	RP11-565F4.1
ENSG00000222609	120046393	120046535	5	RNU4-69P
ENSG00000248927	120116913	120126473	5	CTD-2334D19.1
ENSG00000249562	24578403	24578670	5	RP11-116O11.2
ENSG00000251135	120375785	120379727	5	AC008565.1
ENSG00000248853	120394939	120396648	5	CTD-2613O8.1
ENSG00000250847	120531675	120531905	5	CTD-2020P22.1
ENSG00000229855	120535399	120693093	5	CTC-546K23.1
ENSG00000250099	24749483	24749881	5	RP11-12P19.2
ENSG00000186367	129083772	129102425	5	KIAA1024L
ENSG00000248156	24786951	24787133	5	RP11-12P19.1
ENSG00000164292	95049226	95160087	5	RHOBTB3
ENSG00000113580	142657496	142815077	5	NR3C1
ENSG00000223004	24811590	24811657	5	SNORD29
ENSG00000248908	24835389	24840692	5	RP11-730N24.1
ENSG00000244088	120911543	120912015	5	RP11-510I6.1
ENSG00000168724	34929698	34959069	5	DNAJC21
ENSG00000205571	69345350	69374349	5	SMN2
ENSG00000198108	129240165	129522327	5	CHSY3
ENSG00000213661	120951942	120952502	5	RP11-510I6.2
ENSG00000249600	121007068	121007567	5	RP11-510I6.3
ENSG00000247311	121464457	121490551	5	CTC-441N14.2
ENSG00000250524	24882052	24885570	5	RP11-730N24.2
ENSG00000249610	121490191	121491710	5	CTC-441N14.1
ENSG00000199911	24910703	24910804	5	Y_RNA
ENSG00000250803	121493063	121518353	5	CTC-441N14.4
ENSG00000251273	25126414	25190765	5	RP11-549K20.1
ENSG00000169567	130494720	130507428	5	HINT1
ENSG00000245662	25190791	25306281	5	RP11-184E9.1
ENSG00000251654	25219082	25298721	5	RP11-192H6.2
ENSG00000272139	121646992	121647368	5	CTD-2544H17.2
ENSG00000249621	121656986	121659053	5	CTD-2544H17.1
ENSG00000249916	121705457	121719263	5	CTD-2280E9.1
ENSG00000260761	25319943	25321455	5	RP11-184E9.2
ENSG00000248605	25404842	25446034	5	CTD-2306M5.1
ENSG00000250328	121772192	121814782	5	CTC-210G5.1
ENSG00000201016	25701326	25701433	5	RNU6-374P
ENSG00000251593	25909612	25911343	5	MSNP1
ENSG00000251538	121964647	122066380	5	RP11-166A12.1
ENSG00000222560	26012998	26013134	5	RNU4-43P
ENSG00000249099	26382628	26399928	5	RP11-351N6.1
ENSG00000240058	122011490	122012450	5	ARGFXP1
ENSG00000212114	122112126	122112222	5	AC093267.1
ENSG00000252295	122131820	122131922	5	snoU13
ENSG00000260686	122168051	122170228	5	CTB-36H16.2
ENSG00000230571	26669455	26669845	5	CTD-2533K21.3
ENSG00000248426	26669820	26670098	5	CTD-2533K21.2
ENSG00000250703	26670443	26670590	5	CTD-2533K21.1
ENSG00000186687	130506503	130541119	5	LYRM7
ENSG00000239103	122345237	122345335	5	snoU13
ENSG00000263432	122358184	122358478	5	RN7SL689P
ENSG00000249996	122371966	122390362	5	RP11-359P5.1
ENSG00000251033	26711660	26750106	5	CTD-2533K21.4
ENSG00000263654	122406477	122406773	5	RN7SL711P
ENSG00000223652	122422943	122425994	5	AC106786.1
ENSG00000249616	26739862	26741292	5	CTD-2194F12.1
ENSG00000213655	122571773	122572064	5	CTD-2347I17.1
ENSG00000207261	27111676	27111781	5	RNU6-738P
ENSG00000250539	122736616	122738038	5	KRT8P33
ENSG00000249400	122804475	122805123	5	HMGB3P17
ENSG00000248490	27412720	27436518	5	CTD-3007L5.1
ENSG00000202105	122846130	122846231	5	Y_RNA
ENSG00000079215	36606457	36688436	5	SLC1A3
ENSG00000235275	122971804	122973097	5	KRT18P16
ENSG00000250862	123556272	123556770	5	HMGB1P29
ENSG00000253807	123641923	123740772	5	LINC01170
ENSG00000250337	27472399	27496508	5	LINC01021
ENSG00000251421	123731296	123736088	5	CTC-369A16.2
ENSG00000251662	123731640	123736348	5	CTC-369A16.3
ENSG00000248600	123791066	123795791	5	CTD-2308B18.4
ENSG00000251214	123795605	123796242	5	CTD-2308B18.1
ENSG00000145723	102421704	102455855	5	GIN1
ENSG00000250438	123805284	123805594	5	CTD-2308B18.2
ENSG00000248296	123828468	123872041	5	CTD-2308B18.3
ENSG00000221721	27986282	27986392	5	AC010455.1
ENSG00000250079	28213466	28214666	5	RP11-560A7.1
ENSG00000170234	159488808	159546430	5	PWWP2A
ENSG00000249785	28286496	28287772	5	CTD-2061E9.1
ENSG00000170231	159614374	159665742	5	FABP6
ENSG00000252867	28624764	28624870	5	RNU6-909P
ENSG00000250453	28782785	28809356	5	CTD-2134P3.1
ENSG00000270495	28808645	28809362	5	CTD-2134P3.2
ENSG00000271035	28897892	28898381	5	CTD-2269E23.3
ENSG00000162685	28925707	28927696	5	LSP1P3
ENSG00000038427	82767284	82878122	5	VCAN
ENSG00000226400	28927136	28927391	5	CTD-2269E23.2
ENSG00000249226	29001867	29003464	5	SUCLG2P4
ENSG00000173221	95087023	95158709	5	GLRX
ENSG00000269215	39105358	39107350	5	AC008964.1
ENSG00000252601	29070603	29070717	5	SNORA18
ENSG00000248687	29104987	29105545	5	RP11-42L13.2
ENSG00000270430	29105675	29106968	5	RP11-42L13.3
ENSG00000113600	39284364	39424970	5	C9
ENSG00000259786	29143610	29172465	5	CTD-2118P12.1
ENSG00000249112	124043520	124046430	5	RP11-43D2.2
ENSG00000248391	29380403	29396088	5	CTD-2010I22.2
ENSG00000248418	29600783	29600975	5	UBL5P1
ENSG00000250984	29796045	29796375	5	CTD-2011G17.1
ENSG00000249744	29848791	29849325	5	CTD-2057J6.2
ENSG00000233787	29881816	29883052	5	CTD-2057J6.1
ENSG00000223136	29948935	29949237	5	RN7SKP207
ENSG00000250587	30248457	30249000	5	RP11-136H13.1
ENSG00000250118	30365512	30365791	5	RP11-136H13.2
ENSG00000241668	31053672	31054260	5	RPL19P11
ENSG00000253940	31066077	31066239	5	CTD-2127O16.2
ENSG00000254138	31094084	31267717	5	RP11-152K4.2
ENSG00000135083	159678659	159772403	5	CCNJL
ENSG00000155329	132332677	132362296	5	ZCCHC10
ENSG00000145861	159774758	159797648	5	C1QTNF2
ENSG00000158985	130581186	130734140	5	CDC42SE2
ENSG00000145725	102455853	102548500	5	PPIP5K2
ENSG00000236882	95187936	95195837	5	C5orf27
ENSG00000080709	113696642	113832337	5	KCNN2
ENSG00000118985	95220802	95297775	5	ELL2
ENSG00000221886	159820155	159827104	5	C5orf54
ENSG00000164609	159828648	159848718	5	SLU7
ENSG00000153071	39371780	39462402	5	DAB2
ENSG00000113492	34998206	35048198	5	AGXT2
ENSG00000172058	70196492	70214357	5	SERF1A
ENSG00000170606	132387654	132442141	5	HSPA4
ENSG00000113658	135468534	135524435	5	SMAD5
ENSG00000152503	114460459	114516243	5	TRIM36
ENSG00000158497	143191726	143200284	5	HMHB1
ENSG00000175426	95726119	95769847	5	PCSK1
ENSG00000145817	143537723	143550278	5	YIPF5
ENSG00000158987	130759614	130970929	5	RAPGEF6
ENSG00000172062	70220768	70249769	5	SMN1
ENSG00000183775	143550396	143865249	5	KCTD16
ENSG00000164611	159848829	159855748	5	PTTG1
ENSG00000113384	32124810	32174456	5	GOLPH3
ENSG00000118322	159990127	160279221	5	ATP10B
ENSG00000164190	36876861	37066515	5	NIPBL
ENSG00000186314	144851362	145214932	5	PRELID2
ENSG00000145681	82933624	83017432	5	HAPLN1
ENSG00000164219	114546527	114598569	5	PGGT1B
ENSG00000069018	135548999	135732730	5	TRPC7
ENSG00000150712	32227100	32313115	5	MTMR12
ENSG00000164176	83236373	83680611	5	EDIL3
ENSG00000164221	114602885	114632528	5	CCDC112
ENSG00000053108	132532147	132948255	5	FSTL4
ENSG00000113494	35048861	35230794	5	PRLR
ENSG00000171522	40679600	40693837	5	PTGER4
ENSG00000145864	160715436	160976050	5	GABRB2
ENSG00000113638	40714577	40756077	5	TTC33
ENSG00000132356	40759481	40798476	5	PRKAA1
ENSG00000204928	145239296	145252531	5	GRXCR2
ENSG00000152377	136310987	136934068	5	SPOCK1
ENSG00000156463	145316142	145461354	5	SH3RF2
ENSG00000173261	145463949	145483932	5	PLAC8L1
ENSG00000146021	136953189	137071779	5	KLHL3
ENSG00000145863	160974069	161129599	5	GABRA6
ENSG00000127184	85913721	85916779	5	COX7C
ENSG00000133706	145492601	145562223	5	LARS
ENSG00000145569	14581884	14615116	5	FAM105A
ENSG00000145780	114856608	114880591	5	FEM1C
ENSG00000249437	70264310	70320941	5	NAIP
ENSG00000113583	133291201	133304478	5	C5orf15
ENSG00000243414	114914339	114961876	5	TICAM2
ENSG00000213585	133307606	133340824	5	VDAC1
ENSG00000251201	114914339	114961858	5	TMED7-TICAM2
ENSG00000134970	114949205	114968689	5	TMED7
ENSG00000022355	161274197	161326975	5	GABRA1
ENSG00000154124	14664773	14699820	5	FAM105B
ENSG00000181751	102594403	102614361	5	C5orf30
ENSG00000112874	102884556	102898494	5	NUDT12
ENSG00000129596	115140430	115152651	5	CDO1
ENSG00000273217	130761584	131132676	5	CTC-432M15.3
ENSG00000154122	14704910	14871887	5	ANKH
ENSG00000184349	106712590	107006596	5	EFNA5
ENSG00000145743	107194736	107717799	5	FBXL17
ENSG00000197603	37106330	37249530	5	C5orf42
ENSG00000145592	40825364	40835437	5	RPL37
ENSG00000145782	115163893	115177555	5	ATG12
ENSG00000056097	32354456	32444867	5	ZFR
ENSG00000132357	40841286	40860275	5	CARD6
ENSG00000233828	86512423	86534822	5	AC008394.1
ENSG00000217128	130977407	131132710	5	FNIP1
ENSG00000113327	161494546	161582542	5	GABRG2
ENSG00000112936	40909354	40983041	5	C7
ENSG00000145736	70330784	70363516	5	GTF2H2
ENSG00000183580	15500305	15939900	5	FBXL7
ENSG00000145715	86563705	86687748	5	RASA1
ENSG00000177879	115177178	115249778	5	AP3S1
ENSG00000081059	133450402	133487556	5	TCF7
ENSG00000183654	16067248	16180871	5	MARCH11
ENSG00000113328	162864575	162873157	5	CCNG1
ENSG00000171495	40998119	41071444	5	MROH2B
ENSG00000151422	108083523	108532542	5	FER
ENSG00000268800	162866447	162873821	5	AC112205.1
ENSG00000173545	16451628	16465901	5	ZNF622
ENSG00000091009	145583113	145718814	5	RBM27
ENSG00000170584	162873532	162887146	5	NUDCD2
ENSG00000177733	137087075	137090039	5	HNRNPA0
ENSG00000120729	137203480	137223540	5	MYOT
ENSG00000154153	16473147	16617167	5	FAM134B
ENSG00000072571	162887209	162918947	5	HMMR
ENSG00000198961	108670410	108745695	5	PJA2
ENSG00000112893	109025067	109205326	5	MAN2A1
ENSG00000078795	137223657	137278436	5	PKD2L2
ENSG00000164398	131142683	131347936	5	ACSL6
ENSG00000172901	115298151	115363316	5	AQPEP
ENSG00000153113	95860971	96115299	5	CAST
ENSG00000091010	145718587	145720083	5	POU4F3
ENSG00000113649	145826874	145891524	5	TCERG1
ENSG00000031003	137273649	137387650	5	FAM13B
ENSG00000145555	16665395	16936372	5	MYO10
ENSG00000038274	162930120	162946342	5	MAT2B
ENSG00000254106	109218883	109220452	5	AC011366.3
ENSG00000186952	109624934	110074657	5	TMEM232
ENSG00000061492	137419581	137428054	5	WNT8A
ENSG00000113387	32531739	32604185	5	SUB1
ENSG00000145934	166711804	167691162	5	TENM2
ENSG00000112981	137450866	137475132	5	NME5
ENSG00000134480	86687311	86708836	5	CCNH
ENSG00000268714	115358088	115394625	5	CTD-2287O16.3
ENSG00000268223	115387163	115395815	5	ARL14EPL
ENSG00000173250	145892666	145895753	5	GPR151
ENSG00000145781	115420688	115748459	5	COMMD10
ENSG00000156475	145967936	146464347	5	PPP2R2B
ENSG00000145734	70751442	70863649	5	BDP1
ENSG00000153404	140373	190085	5	PLEKHG4B
ENSG00000113558	133484633	133512729	5	SKP1
ENSG00000092421	115779312	115910630	5	SEMA6A
ENSG00000112983	137475455	137514675	5	BRD8
ENSG00000164180	87485450	87565293	5	TMEM161B
ENSG00000113645	167718656	167899308	5	WWC1
ENSG00000185028	191626	195468	5	LRRC14B
ENSG00000113389	32689176	32791819	5	NPR3
ENSG00000113643	167913450	167946304	5	RARS
ENSG00000169302	146614526	146767415	5	STK32A
ENSG00000272772	133502861	133561762	5	CTD-2410N18.5
ENSG00000113575	133530025	133561833	5	PPP2CA
ENSG00000113657	146770374	146889619	5	DPYSL3
ENSG00000164366	196986	218330	5	CCDC127
ENSG00000164399	131396222	131398897	5	IL3
ENSG00000073578	218356	256815	5	SDHA
ENSG00000164400	131409483	131411859	5	CSF2
ENSG00000169570	118173017	118324240	5	DTWD2
ENSG00000072682	131527531	131631008	5	P4HA2
ENSG00000176049	146967990	147162338	5	JAKMIP2
ENSG00000172869	118373467	118584833	5	DMXL1
ENSG00000081189	88013975	88199922	5	MEF2C
ENSG00000039537	41142336	41261540	5	C6
ENSG00000188573	167956121	167957639	5	FBLL1
ENSG00000120137	167975500	168006605	5	PANK3
ENSG00000181495	32788945	32791819	5	AC026703.1
ENSG00000184347	168088745	168728133	5	SLIT3
ENSG00000113407	33440802	33469644	5	TARS
ENSG00000182836	41307056	41510730	5	PLCXD3
ENSG00000249915	271736	353971	5	PDCD6
ENSG00000083720	41730167	41870621	5	OXCT1
ENSG00000131844	70883115	70954531	5	MCCC2
ENSG00000145779	118604387	118735383	5	TNFAIP8
ENSG00000112984	137514408	137523404	5	KIF20A
ENSG00000164266	147204131	147211349	5	SPINK1
ENSG00000040275	169010638	169031782	5	SPDL1
ENSG00000063438	304291	438406	5	AHRR
ENSG00000164326	71014990	71016875	5	CARTPT
ENSG00000164265	147250245	147261754	5	SCGB3A2
ENSG00000205765	41904290	41921738	5	C5orf51
ENSG00000178776	147260289	147286101	5	C5orf46
ENSG00000133710	147405246	147516852	5	SPINK5
ENSG00000151876	41925356	41941845	5	FBXO4
ENSG00000133835	118788138	118972894	5	HSD17B4
ENSG00000131711	71403061	71505395	5	MAP1B
ENSG00000153140	89688078	89705603	5	CETN3
ENSG00000134516	169064251	169510386	5	DOCK2
ENSG00000112964	42423879	42721979	5	GHR
ENSG00000221990	441645	443258	5	C5orf55
ENSG00000180104	443273	472052	5	EXOC3
ENSG00000188242	466239	473213	5	CTD-2228K2.5
ENSG00000176055	89754020	89770585	5	MBLAC2
ENSG00000066230	473425	524447	5	SLC9A3
ENSG00000113356	89767565	89810370	5	POLR3G
ENSG00000198865	42756903	42802462	5	CCDC152
ENSG00000250722	42799982	42887494	5	SEPP1
ENSG00000196800	147549296	147554961	5	SPINK14
ENSG00000178172	147582357	147594700	5	SPINK6
ENSG00000176018	89811428	89825401	5	LYSMD3
ENSG00000113048	71515236	71616473	5	MRPS27
ENSG00000164199	89825161	90460038	5	GPR98
ENSG00000164334	118965254	118971517	5	FAM170A
ENSG00000112877	612387	667283	5	CEP72
ENSG00000214510	147647743	147665817	5	SPINK13
ENSG00000145879	147691982	147695485	5	SPINK7
ENSG00000204767	169291268	169407744	5	FAM196B
ENSG00000168269	169532901	169536727	5	FOXI1
ENSG00000234511	169659451	169679579	5	C5orf58
ENSG00000268126	147698550	147701891	5	AC091948.1
ENSG00000204909	147700766	147719412	5	SPINK9
ENSG00000177721	43039335	43043272	5	ANXA2R
ENSG00000184838	119799973	120023027	5	PRR16
ENSG00000172262	43065278	43192123	5	ZNF131
ENSG00000181867	121187650	121188519	5	FTMT
ENSG00000151304	121297656	121411265	5	SRFBP1
ENSG00000049883	71616194	71656052	5	PTCD2
ENSG00000145868	147763498	147822399	5	FBXO38
ENSG00000113083	121398890	121413980	5	LOX
ENSG00000164307	96096521	96143803	5	ERAP1
ENSG00000043462	169673241	169725231	5	LCP2
ENSG00000171368	660883	693510	5	TPPP
ENSG00000268885	667759	668839	5	AC026740.1
ENSG00000188818	710471	851101	5	ZDHHC11
ENSG00000182132	169780491	170163636	5	KCNIP1
ENSG00000164185	121465208	121515312	5	ZNF474
ENSG00000094880	137523339	137549032	5	CDC23
ENSG00000145936	169801675	169816681	5	KCNMB1
ENSG00000164270	147830595	148056798	5	HTR4
ENSG00000094755	170190354	170241051	5	GABRP
ENSG00000146013	137588068	137610360	5	GFRA3
ENSG00000178175	71738479	71803554	5	ZNF366
ENSG00000158402	137620954	137674044	5	CDC25C
ENSG00000064692	121647049	121799914	5	SNCAIP
ENSG00000204764	170288874	170727019	5	RANBP17
ENSG00000083312	72112139	72212560	5	TNPO1
ENSG00000169252	148206156	148208196	5	ADRB2
ENSG00000206077	710475	767067	5	ZDHHC11B
ENSG00000169247	148303202	148442726	5	SH3TC2
ENSG00000028310	850406	892939	5	BRD9
ENSG00000205302	122110691	122165803	5	SNX2
ENSG00000164438	170736288	170739138	5	TLX3
ENSG00000177453	43192173	43280952	5	NIM1K
ENSG00000181163	170814120	170838141	5	NPM1
ENSG00000112972	43289497	43313614	5	HMGCS1
ENSG00000120709	137667624	137685416	5	FAM53C
ENSG00000151882	43376747	43412493	5	CCL28
ENSG00000120733	137688285	137772717	5	KDM3B
ENSG00000071539	892758	919472	5	TRIP13
ENSG00000064652	122179134	122365049	5	SNX24
ENSG00000151881	43444354	43483995	5	C5orf28
ENSG00000250173	979480	981415	5	RP11-661C8.3
ENSG00000145506	1008944	1039058	5	NKD2
ENSG00000172244	43486803	43515247	5	C5orf34
ENSG00000157107	72251808	72386349	5	FCHO2
ENSG00000173210	148521046	148640105	5	ABLIM3
ENSG00000168938	122358945	122372436	5	PPIC
ENSG00000061455	122424816	122529960	5	PRDM6
ENSG00000132563	137774706	137782658	5	REEP2
ENSG00000168944	122680579	122759286	5	CEP120
ENSG00000172239	43526369	43557860	5	PAIP1
ENSG00000113504	1050499	1112150	5	SLC12A7
ENSG00000156427	170846660	170884627	5	FGF18
ENSG00000120738	137801179	137805004	5	EGR1
ENSG00000253110	171200656	171201743	5	CTB-78H18.1
ENSG00000185662	171212876	171221602	5	SMIM23
ENSG00000120705	137841784	137878989	5	ETF1
ENSG00000072803	171288553	171433877	5	FBXW11
ENSG00000157111	72416119	72427644	5	TMEM171
ENSG00000112992	43602794	43707507	5	NNT
ENSG00000157510	148651434	148721365	5	AFAP1L1
ENSG00000164325	72469022	72470970	5	TMEM174
ENSG00000151292	122847793	122952739	5	CSNK1G3
ENSG00000113013	137890571	137911133	5	HSPA9
ENSG00000251493	72740654	72744352	5	FOXD1
ENSG00000145741	72794233	72801460	5	BTF3
ENSG00000072786	171469077	171615390	5	STK10
ENSG00000164284	148724993	148734146	5	GRPEL2
ENSG00000214360	171621176	171630456	5	EFCAB9
ENSG00000168246	171636644	171711075	5	UBTD2
ENSG00000174358	1201710	1225232	5	SLC6A19
ENSG00000174705	171752185	171881527	5	SH3PXD2B
ENSG00000164331	72848160	72861511	5	ANKRA2
ENSG00000145882	148737570	148749216	5	PCYOX1L
ENSG00000164363	1225470	1246304	5	SLC6A18
ENSG00000070193	44303646	44389808	5	FGF10
ENSG00000268553	172036245	172036436	5	AC027309.1
ENSG00000214357	172068269	172118543	5	NEURL1B
ENSG00000120129	172195093	172198198	5	DUSP1
ENSG00000127743	148750887	148783765	5	IL17B
ENSG00000113719	172261278	172379688	5	ERGIC1
ENSG00000112996	44809027	44820530	5	MRPS30
ENSG00000113712	148871760	148931007	5	CSNK1A1
ENSG00000164338	72861268	72877794	5	UTP15
ENSG00000044115	137946656	138270723	5	CTNNA1
ENSG00000164588	45259349	45696253	5	HCN1
ENSG00000164362	1253262	1295184	5	TERT
ENSG00000168916	123972608	124084500	5	ZNF608
ENSG00000037241	172385732	172396774	5	RPL26L1
ENSG00000170571	49692026	49739082	5	EMB
ENSG00000113732	172410760	172462448	5	ATP6V0E1
ENSG00000183111	148931510	149014531	5	ARHGEF37
ENSG00000164463	172483355	172566291	5	CREBRF
ENSG00000049656	1317859	1345214	5	CLPTM1L
ENSG00000155846	149109861	149234585	5	PPARGC1B
ENSG00000268217	72894203	72896845	5	AC008387.1
ENSG00000151883	49961733	50142356	5	PARP8
ENSG00000113734	172571445	172591390	5	BNIP1
ENSG00000214944	72921983	73237818	5	ARHGEF28
ENSG00000132915	149237519	149324356	5	PDE6A
ENSG00000146006	138204612	138211057	5	LRRTM2
ENSG00000183072	172659112	172662360	5	NKX2-5
ENSG00000113739	172741716	172756506	5	STC2
ENSG00000120725	138282409	138629246	5	SIL1
ENSG00000145919	173034517	173043663	5	BOD1
ENSG00000113742	173315283	173388979	5	CPEB4
ENSG00000185056	173400782	173433143	5	C5orf47
ENSG00000170091	173472607	173670504	5	NSG2
ENSG00000142319	1392909	1445545	5	SLC6A3
ENSG00000120149	174151536	174157896	5	MSX2
ENSG00000155850	149340300	149373018	5	SLC26A2
ENSG00000184845	174867042	174871211	5	DRD1
ENSG00000164466	174904065	174956745	5	SFXN1
ENSG00000015479	138609441	138667360	5	MATR3
ENSG00000153395	1456595	1524092	5	LPCAT1
ENSG00000164296	149372681	149380730	5	TIGD6
ENSG00000171617	73923234	73937249	5	ENC1
ENSG00000113716	149379884	149432386	5	HMGXB3
ENSG00000113749	175085033	175113245	5	HRH2
ENSG00000145920	175223313	175311023	5	CPLX2
