Gene stable ID	Gene start (bp)	Chromosome/scaffold name	Gene end (bp)	Gene name
ENSG00000263020	31666102	6	31673546	AL662899.4
ENSG00000240053	31670167	6	31673776	LY6G5B
ENSG00000204428	31676684	6	31684040	LY6G5C
ENSG00000204427	31686955	6	31703356	ABHD16A
ENSG00000204422	31686962	6	31714072	AL662899.3
ENSG00000266776	31701029	6	31701091	MIR4646
ENSG00000204424	31706866	6	31710679	LY6G6F
ENSG00000250641	31706904	6	31717918	LY6G6F-LY6G6D
ENSG00000255552	31711771	6	31714065	LY6G6E
ENSG00000244355	31715356	6	31717804	LY6G6D
ENSG00000204420	31718594	6	31726714	MPIG6B
ENSG00000204421	31718648	6	31721746	LY6G6C
ENSG00000213722	31727038	6	31730617	DDAH2
ENSG00000213719	31730581	6	31739763	CLIC1
ENSG00000204410	31739677	6	31762676	MSH5
ENSG00000255152	31740020	6	31764851	MSH5-SAPCD1
ENSG00000252743	31756951	6	31757053	RNU6-850P
ENSG00000228727	31762996	6	31764851	SAPCD1
ENSG00000235663	31764310	6	31765588	SAPCD1-AS1
ENSG00000204396	31765590	6	31777328	VWA7
ENSG00000204394	31777518	6	31795752	VARS1
ENSG00000201555	31778817	6	31778905	AL662899.2
ENSG00000204392	31797396	6	31806966	LSM2
ENSG00000204390	31809619	6	31815283	HSPA1L
ENSG00000204389	31815543	6	31817946	HSPA1A
ENSG00000204388	31827738	6	31830254	HSPA1B
ENSG00000285565	31828834	6	31839719	AL671762.1
ENSG00000204387	31834608	6	31839766	SNHG32
ENSG00000201823	31835263	6	31835326	SNORD48
ENSG00000201754	31837076	6	31837142	SNORD52
ENSG00000204386	31857659	6	31862822	NEU1
ENSG00000204385	31863192	6	31879046	SLC44A4
ENSG00000237080	31877808	6	31884204	EHMT2-AS1
ENSG00000204371	31879759	6	31897687	EHMT2
ENSG00000166278	31897785	6	31945672	C2
ENSG00000204366	31899613	6	31902086	ZBTB12
ENSG00000244255	31927698	6	31952048	AL645922.1
ENSG00000281756	31934474	6	31941724	C2-AS1
ENSG00000243649	31945650	6	31952084	CFB
ENSG00000204356	31952087	6	31959038	NELFE
ENSG00000284446	31956839	6	31956940	MIR1236
ENSG00000204351	31959117	6	31969751	SKIV2L
ENSG00000204348	31969810	6	31972290	DXO
ENSG00000204344	31971091	6	31982821	STK19
ENSG00000244731	31982057	6	32002681	C4A
ENSG00000233627	31999976	6	32003521	C4A-AS1
ENSG00000204338	32005636	6	32008451	CYP21A1P
ENSG00000248290	32008614	6	32012472	TNXA
ENSG00000250535	32013270	6	32013787	STK19B
ENSG00000224389	32014795	6	32035418	C4B
ENSG00000229776	32032713	6	32036258	C4B-AS1
ENSG00000231852	32038327	6	32041644	CYP21A2
ENSG00000168477	32041153	6	32115334	TNXB
ENSG00000252512	32078508	6	32078628	RNA5SP206
ENSG00000284829	32098176	6	32117610	AL662884.2
ENSG00000286974	32108406	6	32112849	AL662884.5
ENSG00000213676	32115264	6	32128253	ATF6B
ENSG00000204315	32128707	6	32130288	FKBPL
ENSG00000204314	32148359	6	32153083	PRRT1
ENSG00000285085	32150495	6	32154373	AL662884.4
ENSG00000284954	32152802	6	32154365	AL662884.3
ENSG00000221988	32153441	6	32163678	PPT2
ENSG00000258388	32153845	6	32171978	PPT2-EGFL8
ENSG00000241404	32164595	6	32168281	EGFL8
ENSG00000204310	32168212	6	32178096	AGPAT1
ENSG00000284469	32170030	6	32170116	MIR6721
ENSG00000204308	32178405	6	32180793	RNF5
ENSG00000277264	32179816	6	32179876	MIR6833
ENSG00000204305	32180968	6	32184322	AGER
ENSG00000273333	32184733	6	32185882	AL662884.1
ENSG00000204304	32184733	6	32190202	PBX2
ENSG00000213654	32190766	6	32195523	GPSM3
ENSG00000204301	32194843	6	32224067	NOTCH4
ENSG00000225914	32254640	6	32407763	TSBP1-AS1
ENSG00000204296	32288526	6	32371912	TSBP1
ENSG00000237285	32325219	6	32326178	HNRNPA1P2
ENSG00000223335	32352877	6	32352983	RNU6-603P
ENSG00000204290	32393963	6	32407128	BTNL2
ENSG00000204287	32439878	6	32445046	HLA-DRA
ENSG00000196301	32459821	6	32473500	HLA-DRB9
ENSG00000198502	32517353	6	32530287	HLA-DRB5
ENSG00000251916	32549940	6	32550090	RNU1-61P
ENSG00000229391	32552713	6	32560022	HLA-DRB6
ENSG00000196126	32578769	6	32589848	HLA-DRB1
ENSG00000196735	32628179	6	32647062	HLA-DQA1
ENSG00000179344	32659467	6	32668383	HLA-DQB1
ENSG00000223534	32659880	6	32660729	HLA-DQB1-AS1
ENSG00000235040	32706124	6	32706955	MTCO3P1
ENSG00000232080	32718005	6	32719170	AL662789.1
ENSG00000226030	32730758	6	32731695	HLA-DQB3
ENSG00000237541	32741391	6	32747198	HLA-DQA2
ENSG00000263649	32749912	6	32749979	MIR3135B
ENSG00000232629	32756098	6	32763532	HLA-DQB2
ENSG00000241106	32812763	6	32820466	HLA-DOB
ENSG00000250264	32813767	6	32838822	AL669918.1
ENSG00000204267	32821833	6	32838770	TAP2
ENSG00000204264	32840717	6	32844679	PSMB8
ENSG00000204261	32844078	6	32846500	PSMB8-AS1
ENSG00000240065	32844136	6	32859851	PSMB9
ENSG00000168394	32845209	6	32853978	TAP1
ENSG00000234515	32879171	6	32879848	PPP1R2P1
ENSG00000235301	32896416	6	32896490	HLA-Z
ENSG00000242574	32934629	6	32941028	HLA-DMB
ENSG00000248993	32937364	6	32953122	AL645941.2
ENSG00000204257	32948613	6	32969094	HLA-DMA
ENSG00000204256	32968594	6	32981505	BRD2
ENSG00000223837	32970232	6	32970886	AL645941.1
ENSG00000263756	32972065	6	32972853	AL645941.3
ENSG00000204252	33004182	6	33009591	HLA-DOA
ENSG00000231389	33064569	6	33080775	HLA-DPA1
ENSG00000223865	33075990	6	33089696	HLA-DPB1
ENSG00000224796	33079451	6	33079860	RPL32P1
ENSG00000231461	33091753	6	33097295	HLA-DPA2
ENSG00000228688	33103794	6	33107330	COL11A2P1
ENSG00000224557	33112451	6	33129084	HLA-DPB2
ENSG00000237398	33131216	6	33143325	HLA-DPA3
ENSG00000230313	33144783	6	33147767	HCG24
ENSG00000204248	33162681	6	33192499	COL11A2
ENSG00000204231	33193588	6	33200688	RXRB
ENSG00000202441	33199601	6	33199696	RNY4P10
ENSG00000112473	33200445	6	33204439	SLC39A7
ENSG00000204228	33204655	6	33206831	HSD17B8
ENSG00000199036	33207835	6	33207944	MIR219A1
ENSG00000204227	33208500	6	33212722	RING1
ENSG00000225463	33215705	6	33216328	ZNF70P1
ENSG00000223457	33237799	6	33239690	HTATSF1P1
ENSG00000272217	33246075	6	33246856	AL645940.1
ENSG00000232940	33249534	6	33255167	HCG25
ENSG00000223501	33250272	6	33272047	VPS52
ENSG00000231500	33272075	6	33276511	RPS18
ENSG00000235863	33277123	6	33284832	B3GALT4
ENSG00000227057	33279108	6	33289247	WDR46
ENSG00000284517	33287227	6	33287289	MIR6873
ENSG00000204220	33289302	6	33298401	PFDN6
ENSG00000284064	33290245	6	33290325	MIR6834
ENSG00000237441	33291654	6	33298942	RGL2
ENSG00000231925	33299694	6	33314387	TAPBP
ENSG00000236104	33314406	6	33317942	ZBTB22
ENSG00000204209	33318558	6	33323016	DAXX
ENSG00000285064	33321386	6	33329286	SMIM40
ENSG00000286920	33323625	6	33329269	SMIM40
ENSG00000229596	33338978	6	33339495	MYL8P
ENSG00000228285	33365548	6	33366243	LYPLA2P1
ENSG00000225644	33389374	6	33389475	RPL35AP4
ENSG00000237649	33391823	6	33409896	KIFC1
ENSG00000204194	33400059	6	33400556	RPL12P1
ENSG00000112511	33410399	6	33416453	PHF1
ENSG00000112514	33416442	6	33418317	CUTA
ENSG00000197283	33419661	6	33453689	SYNGAP1
ENSG00000274259	33437363	6	33454453	SYNGAP1-AS1
ENSG00000284256	33438331	6	33438437	MIR5004
ENSG00000213588	33453970	6	33457544	ZBTB9
ENSG00000204188	33540046	6	33589026	GGNBP1
ENSG00000242014	33540694	6	33541000	RN7SL26P
ENSG00000276746	33562880	6	33563130	Z93017.1
ENSG00000030110	33572547	6	33580293	BAK1
ENSG00000197251	33586106	6	33593338	LINC00336
ENSG00000096433	33620365	6	33696574	ITPR3
ENSG00000137288	33694293	6	33711727	UQCC2
ENSG00000266509	33698128	6	33698234	MIR3934
ENSG00000161896	33721662	6	33746905	IP6K3
ENSG00000161904	33771202	6	33789130	LEMD2
ENSG00000096395	33794673	6	33804003	MLN
ENSG00000287089	33800142	6	33802960	AL138889.3
ENSG00000249346	33867506	6	33896914	LINC01016
ENSG00000271362	33883170	6	33883411	AL138889.2
ENSG00000233183	33891327	6	33927631	AL138889.1
ENSG00000276824	33899135	6	33899200	MIR7159
ENSG00000221697	33999972	6	34000051	MIR1275
ENSG00000124493	34018643	6	34155622	GRM4
ENSG00000271231	34189780	6	34191079	KRT18P9
ENSG00000214810	34219439	6	34220066	CYCSP55
ENSG00000137309	34236873	6	34246231	HMGA1
ENSG00000276404	34240673	6	34240736	MIR6835
ENSG00000186577	34246381	6	34249108	SMIM29
ENSG00000225339	34248535	6	34286768	AL354740.1
ENSG00000220583	34263311	6	34263673	RPL35P2
ENSG00000272325	34279679	6	34392669	NUDT3
ENSG00000270800	34284887	6	34426071	RPS10-NUDT3
ENSG00000124614	34417454	6	34426069	RPS10
ENSG00000124507	34466061	6	34535229	PACSIN1
ENSG00000124664	34537802	6	34556333	SPDEF
ENSG00000196114	34576258	6	34576656	IFITM3P3
ENSG00000196821	34587288	6	34696859	ILRUN
ENSG00000216636	34616538	6	34617258	RPL7P25
ENSG00000265123	34685355	6	34685642	RN7SL200P
ENSG00000220643	34686602	6	34687106	AL031577.1
ENSG00000272288	34696317	6	34697470	AL451165.2
ENSG00000186328	34715613	6	34715940	AL451165.1
ENSG00000217130	34744176	6	34744673	AL139100.2
ENSG00000124562	34757505	6	34773857	SNRPC
ENSG00000065060	34792015	6	34883138	UHRF1BP1
ENSG00000206717	34821445	6	34821542	AL139100.1
ENSG00000252106	34873831	6	34873927	RNY3P15
ENSG00000064995	34877462	6	34888071	TAF11
ENSG00000064999	34889255	6	35091406	ANKS1A
ENSG00000187762	35023522	6	35023831	HSPE1P11
ENSG00000286550	35041116	6	35058015	AL591002.1
ENSG00000273870	35070871	6	35071049	AL138721.1
ENSG00000124678	35118071	6	35148610	TCP11
ENSG00000146197	35213956	6	35253079	SCUBE3
ENSG00000272374	35220370	6	35224630	Z97832.2
ENSG00000065029	35258909	6	35295985	ZNF76
ENSG00000217004	35279177	6	35279819	Z97832.1
ENSG00000023892	35297818	6	35321771	DEF6
ENSG00000112033	35342558	6	35428191	PPARD
ENSG00000227154	35443044	6	35449847	AL022721.1
ENSG00000112039	35452338	6	35467102	FANCE
ENSG00000198755	35468401	6	35470785	RPL10A
ENSG00000276712	35470508	6	35470579	MIR7111
ENSG00000007866	35473597	6	35497079	TEAD3
ENSG00000112041	35497874	6	35512896	TULP1
ENSG00000228559	35539838	6	35546573	AL033519.4
ENSG00000219023	35555873	6	35556264	AL033519.3
ENSG00000096060	35573585	6	35728583	FKBP5
ENSG00000218749	35607628	6	35607934	AL033519.2
ENSG00000287458	35650997	6	35652856	AL033519.5
ENSG00000212579	35651818	6	35651945	AL033519.1
ENSG00000265527	35664717	6	35664789	MIR5690
ENSG00000232909	35733867	6	35736947	AL157823.2
ENSG00000157343	35737032	6	35749079	ARMC12
ENSG00000220734	35765908	6	35766927	AL157823.1
ENSG00000196748	35776594	6	35779552	CLPSL2
ENSG00000204140	35781019	6	35793675	CLPSL1
ENSG00000137392	35794982	6	35797344	CLPS
ENSG00000197753	35797206	6	35845397	LHFPL5
ENSG00000096063	35832966	6	35921342	SRPK1
ENSG00000112053	35943516	6	36024868	SLC26A8
ENSG00000271304	35989515	6	35991374	DPRXP2
ENSG00000112062	36027677	6	36111236	MAPK14
ENSG00000237719	36091991	6	36092646	Z95152.1
ENSG00000156711	36127809	6	36144524	MAPK13
ENSG00000246982	36146698	6	36197205	Z84485.1
ENSG00000096070	36196744	6	36232790	BRPF3
ENSG00000180316	36243203	6	36312229	PNPLA1
ENSG00000189325	36315761	6	36336888	BNIP5
ENSG00000010030	36354091	6	36387800	ETV7
ENSG00000224666	36386831	6	36393462	ETV7-AS1
ENSG00000179165	36390551	6	36442854	PXT1
ENSG00000112078	36442767	6	36491143	KCTD20
ENSG00000240733	36450912	6	36451201	RN7SL502P
ENSG00000112079	36493892	6	36547479	STK38
ENSG00000239964	36522191	6	36522501	RN7SL748P
ENSG00000112081	36594353	6	36605600	SRSF3
ENSG00000263894	36622436	6	36622512	MIR3925
ENSG00000238554	36639545	6	36639672	RNU1-88P
ENSG00000251864	36672838	6	36672944	AL121715.1
ENSG00000281450	36673621	6	36675126	PANDAR
ENSG00000213500	36673817	6	36675270	LAP3P2
ENSG00000124762	36676460	6	36687337	CDKN1A
ENSG00000285244	36677609	6	36678559	DINOL
ENSG00000255587	36697826	6	36733184	RAB44
ENSG00000220349	36737050	6	36737986	Z85996.1
ENSG00000124772	36740775	6	36839444	CPNE5
ENSG00000285888	36768485	6	36774651	Z85996.2
ENSG00000287891	36841430	6	36844402	Z85996.3
ENSG00000137168	36854827	6	36874803	PPIL1
ENSG00000198663	36871870	6	36928964	C6orf89
ENSG00000232598	36940071	6	36944675	AL122034.1
ENSG00000164530	36948263	6	36964837	PI16
ENSG00000137409	36968141	6	36986298	MTCH1
ENSG00000146192	37005646	6	37029069	FGD2
ENSG00000226976	37044860	6	37045189	COX6A1P2
ENSG00000216412	37091314	6	37091806	RPL12P2
ENSG00000137193	37170152	6	37175428	PIM1
ENSG00000172738	37212178	6	37258155	TMEM217
ENSG00000286105	37212181	6	37257637	AL353579.1
ENSG00000065491	37257772	6	37332970	TBC1D22B
ENSG00000275550	37295584	6	37295742	AL096712.1
ENSG00000286672	37301210	6	37305176	AL096712.2
ENSG00000112130	37353979	6	37394734	RNF8
ENSG00000239953	37361185	6	37361483	RN7SL273P
ENSG00000137200	37433219	6	37482827	CMTR1
ENSG00000198937	37482938	6	37499893	CCDC167
ENSG00000204110	37507348	6	37535616	LINC02520
ENSG00000229559	37543553	6	37547280	AL353597.2
ENSG00000227920	37545145	6	37550860	AL353597.1
ENSG00000263926	37555365	6	37555422	MIR4462
ENSG00000279942	37567716	6	37571460	AL353597.3
ENSG00000112139	37630679	6	37699306	MDGA1
ENSG00000225945	37815777	6	37819218	AL121574.1
ENSG00000156639	37819727	6	38154624	ZFAND3
ENSG00000243313	37832922	6	37833185	RN7SL285P
ENSG00000200597	37915573	6	37915742	RNVU1-33
ENSG00000218521	38002832	6	38003313	AL589655.1
ENSG00000183826	38168451	6	38640148	BTBD9
ENSG00000200706	38207274	6	38207345	AL033518.1
ENSG00000226533	38481692	6	38482531	BTBD9-AS1
ENSG00000199938	38565950	6	38566055	AL079341.1
ENSG00000217227	38587323	6	38588529	AL079341.2
ENSG00000124767	38675925	6	38703145	GLO1
ENSG00000236355	38714051	6	38715217	AL391415.1
ENSG00000124721	38715311	6	39030792	DNAH8
ENSG00000244297	38744086	6	38744386	RN7SL465P
ENSG00000219273	38762905	6	38764694	AL035555.2
ENSG00000212586	38822307	6	38822404	AL035555.1
ENSG00000231150	38923029	6	38953099	DNAH8-AS1
ENSG00000220076	38928031	6	38928153	AL034345.1
ENSG00000220556	39039603	6	39039985	AL035690.1
ENSG00000112164	39048781	6	39091303	GLP1R
ENSG00000112167	39104063	6	39115186	SAYSD1
ENSG00000217165	39110321	6	39112952	ANKRD18EP
ENSG00000164626	39188971	6	39229475	KCNK5
ENSG00000124780	39299001	6	39314461	KCNK17
ENSG00000095981	39314698	6	39322968	KCNK16
ENSG00000164627	39329990	6	39725408	KIF6
ENSG00000218986	39353747	6	39354172	AL136087.1
ENSG00000231276	39553811	6	39554943	E2F4P1
ENSG00000252990	39620345	6	39620464	RNU1-54P
ENSG00000146122	39792298	6	39904877	DAAM2
ENSG00000281969	39818751	6	39823227	AL592158.1
ENSG00000235033	39881804	6	39900071	DAAM2-AS1
ENSG00000124615	39899578	6	39934551	MOCS1
ENSG00000220586	39934595	6	40000527	TUBBP9
ENSG00000180211	39958414	6	39958833	FO393411.1
ENSG00000227131	40271566	6	40276237	AL139275.2
ENSG00000204091	40334775	6	40387590	TDRG1
ENSG00000204092	40344344	6	40346151	LINC00951
ENSG00000226070	40358744	6	40369474	AL139275.1
ENSG00000156564	40391591	6	40587364	LRFN2
ENSG00000252767	40407853	6	40407955	RNU6-250P
ENSG00000236075	40501631	6	40502393	AL359475.1
ENSG00000226454	40505507	6	40523963	AL033380.1
ENSG00000237947	40713411	6	40715363	AL583854.1
ENSG00000124602	41026895	6	41039221	UNC5CL
ENSG00000124596	41033627	6	41097787	OARD1
ENSG00000112212	41042467	6	41044337	TSPO2
ENSG00000124701	41053304	6	41064511	APOBEC2
ENSG00000001167	41072945	6	41099976	NFYA
ENSG00000287678	41080624	6	41101056	AL031778.1
ENSG00000161912	41101022	6	41140835	ADCY10P1
ENSG00000161911	41149342	6	41154337	TREML1
ENSG00000095970	41158506	6	41163186	TREM2
ENSG00000112195	41189749	6	41201149	TREML2
ENSG00000184106	41208713	6	41217947	TREML3P
ENSG00000188056	41228339	6	41238882	TREML4
ENSG00000212176	41239520	6	41239626	RNA5SP207
ENSG00000225690	41247369	6	41249649	TREML5P
ENSG00000274256	41250851	6	41251097	AL391903.2
ENSG00000278745	41252696	6	41252858	AL391903.3
ENSG00000124731	41267926	6	41286682	TREM1
ENSG00000218809	41269875	6	41270239	AL391903.1
ENSG00000206745	41302466	6	41302572	RNU6-643P
ENSG00000213461	41308166	6	41308565	AL672212.1
ENSG00000096264	41335608	6	41350889	NCR2
ENSG00000279284	41381392	6	41381832	AL136967.1
ENSG00000280371	41405819	6	41406561	AL136967.2
ENSG00000234753	41494853	6	41548621	FOXP4-AS1
ENSG00000226917	41499033	6	41519852	LINC01276
ENSG00000137166	41546426	6	41602384	FOXP4
ENSG00000266494	41598723	6	41598788	MIR4641
ENSG00000112559	41636882	6	41654246	MDFI
ENSG00000230913	41666906	6	41667649	NPM1P51
ENSG00000112561	41683978	6	41736259	TFEB
ENSG00000231102	41720396	6	41734032	AL035588.1
ENSG00000096088	41736711	6	41754109	PGC
ENSG00000269387	41764292	6	41764460	AL365205.4
ENSG00000137218	41770176	6	41786542	FRS3
ENSG00000124593	41780349	6	41790141	AL365205.1
ENSG00000278224	41780782	6	41787452	PRICKLE4
ENSG00000214736	41787662	6	41789898	TOMM6
ENSG00000164663	41789896	6	41895361	USP49
ENSG00000268745	41791410	6	41791477	AL365205.3
ENSG00000206977	41832854	6	41832993	AL365205.2
ENSG00000227516	41868622	6	41869731	AL160163.2
ENSG00000124641	41905354	6	41921139	MED20
ENSG00000207371	41917416	6	41917526	AL160163.1
ENSG00000112578	41921499	6	41933046	BYSL
ENSG00000112576	41934934	6	42050357	CCND3
ENSG00000206875	42018408	6	42018514	RNU6-761P
ENSG00000223946	42030053	6	42031382	AL513008.1
ENSG00000137413	42050513	6	42087461	TAF8
ENSG00000261068	42092233	6	42094259	AL512274.1
ENSG00000188112	42101119	6	42142620	C6orf132
ENSG00000214732	42155406	6	42163439	AL096814.1
ENSG00000048545	42155406	6	42180049	GUCA1A
ENSG00000287363	42155406	6	42180056	GUCA1A
ENSG00000112599	42183284	6	42194956	GUCA1B
ENSG00000048544	42206807	6	42217861	MRPS10
ENSG00000124496	42224931	6	42452051	TRERF1
ENSG00000237107	42499710	6	42500022	AL591473.1
ENSG00000024048	42564062	6	42693504	UBR2
ENSG00000206848	42664162	6	42664268	RNU6-890P
ENSG00000112619	42696598	6	42722597	PRPH2
ENSG00000213435	42727234	6	42727700	ATP6V0CP3
ENSG00000124659	42744498	6	42746103	TBCC
ENSG00000112624	42746958	6	42868560	BICRAL
ENSG00000146223	42879616	6	42889925	RPL7L1
ENSG00000221821	42890265	6	42890821	C6orf226
ENSG00000288010	42893761	6	42903072	AL035587.3
ENSG00000171611	42915989	6	42925838	PTCRA
ENSG00000287825	42928287	6	42929457	AL035587.2
ENSG00000137161	42929192	6	42939294	CNPY3
ENSG00000231113	42940364	6	42948360	AL035587.1
ENSG00000181524	42956345	6	42956765	RPL24P4
ENSG00000124713	42960754	6	42963880	GNMT
ENSG00000124587	42963865	6	42979181	PEX6
ENSG00000112640	42984553	6	43012342	PPP2R5D
ENSG00000124733	43011143	6	43016868	MEA1
ENSG00000124702	43014103	6	43021298	KLHDC3
ENSG00000124541	43021623	6	43034156	RRP36
ENSG00000272223	43033897	6	43034405	AL136304.1
ENSG00000240625	43036196	6	43036500	RN7SL403P
ENSG00000044090	43037617	6	43053945	CUL7
ENSG00000137171	43040777	6	43075095	KLC4
ENSG00000288564	43051066	6	43058185	AL355385.2
ENSG00000112651	43054029	6	43059438	MRPL2
ENSG00000272170	43074331	6	43074739	AL355385.1
ENSG00000112655	43076307	6	43161719	PTK7
ENSG00000112658	43171269	6	43181506	SRF
ENSG00000112659	43182184	6	43224587	CUL9
ENSG00000245261	43213801	6	43223860	AL133375.1
ENSG00000112667	43225629	6	43229481	DNPH1
ENSG00000146216	43243481	6	43288258	TTBK1
ENSG00000137204	43295694	6	43305538	SLC22A7
ENSG00000146215	43299710	6	43308797	CRIP3
ENSG00000171467	43307134	6	43369647	ZNF318
ENSG00000219222	43310231	6	43310357	RPL12P47
ENSG00000220614	43328134	6	43328476	AL583834.1
ENSG00000179157	43363479	6	43364219	RPS2P28
ENSG00000226558	43364220	6	43364294	AL590383.1
ENSG00000287055	43370026	6	43425283	AL359813.1
ENSG00000287266	43403815	6	43408341	AL359813.2
ENSG00000124574	43427366	6	43450427	ABCC10
ENSG00000276770	43434542	6	43434620	MIR6780B
ENSG00000171462	43450352	6	43456632	DLK2
ENSG00000207076	43474186	6	43474292	RNU6-1113P
ENSG00000137221	43477523	6	43506556	TJAP1
ENSG00000204052	43506969	6	43510686	LRRC73
ENSG00000171453	43509702	6	43562419	POLR1C
ENSG00000137207	43511832	6	43516985	YIPF3
ENSG00000271754	43519180	6	43519724	AL355802.3
ENSG00000124571	43522334	6	43576038	XPO5
ENSG00000219470	43538822	6	43539703	AL355802.1
ENSG00000252218	43544144	6	43544270	AL355802.2
ENSG00000170734	43576185	6	43620523	POLH
ENSG00000203362	43588230	6	43591362	POLH-AS1
ENSG00000172432	43605316	6	43629264	GTPBP2
ENSG00000124688	43629540	6	43640952	MAD2L1BP
ENSG00000172426	43645036	6	43672600	RSPH9
ENSG00000096080	43671303	6	43687791	MRPS18A
ENSG00000218107	43705949	6	43706751	AL136131.1
ENSG00000236961	43722786	6	43737834	AL136131.2
ENSG00000112715	43770184	6	43786487	VEGFA
ENSG00000272114	43770429	6	43770616	AL136131.3
ENSG00000283573	43803193	6	43842625	AL157371.2
ENSG00000283215	43844878	6	43852317	LINC02537
ENSG00000223469	43851757	6	43852333	AL157371.1
ENSG00000237686	43995723	6	44074652	AL109615.3
ENSG00000181577	44000580	6	44007612	C6orf223
ENSG00000231881	44058792	6	44089288	AL109615.2
ENSG00000183239	44089242	6	44089696	AL109615.1
ENSG00000287562	44090787	6	44095585	AL109615.4
ENSG00000180992	44113451	6	44127452	MRPL14
ENSG00000137216	44126914	6	44155519	TMEM63B
ENSG00000137225	44158811	6	44184401	CAPN11
ENSG00000265439	44209766	6	44210063	RN7SL811P
ENSG00000262179	44216926	6	44218234	MYMX
ENSG00000112759	44219553	6	44234142	SLC29A1
ENSG00000096384	44246166	6	44253888	HSP90AB1
ENSG00000157593	44254096	6	44257890	SLC35B2
ENSG00000284427	44254206	6	44254285	MIR4647
ENSG00000146232	44258166	6	44265788	NFKBIE
ENSG00000178233	44270450	6	44307506	TMEM151B
ENSG00000272442	44273194	6	44378957	AL353588.1
ENSG00000146221	44278734	6	44297698	TCTE1
ENSG00000124608	44298731	6	44313347	AARS2
ENSG00000249481	44342650	6	44380179	SPATS1
ENSG00000096401	44387706	6	44450425	CDC5L
ENSG00000266619	44435641	6	44435722	MIR4642
ENSG00000237530	44513262	6	44527448	AL136140.1
ENSG00000279076	44551577	6	44553281	AL136140.2
ENSG00000286417	44727921	6	44830188	AL133334.1
ENSG00000196284	44809317	6	45377953	SUPT3H
ENSG00000270900	44898711	6	44899295	NUDT19P4
ENSG00000276156	45097496	6	45097976	AL138880.2
ENSG00000277769	45098021	6	45099260	RBM22P4
