gene	mandelker	cosmic	high_priority	bp_HG002_v4.2.1	fraction_HG002_v4.2.1	bp_dip.bed	fraction_dip.bed	chrom	start	end	start_coordinates_plus_segdups_plus_flanking	end_coordinates_plus_segdups_plus_flanking	bp_exon_covered_v4.2.1	fraction_exon_covered_v4.2.1	bp_MRG_benchmark_bed	fraction_MRG_benchmark_bed	bp_exon_covered_MRG_benchmark	fraction_exon_covered_MRG_benchmark	bp_overlap_w_AllRepeats_gt_10kb	fraction_gene_overlap_w_AllRepeats_gt_10kb	bp_overlap_w_refn	fraction_gene_overlap_w_refn	bp_overlap_w_GIAB_expanded_by_150_Tier1andTier2_SV_0.6	fraction_overlap_w_GIAB_expanded_by_150_Tier1andTier2_SV_0.6	bp_overlap_w_intersect_Illumina_CCS_ONT_CNV_v4.2.1	fraction_overlap_w_intersect_Illumina_CCS_ONT_CNV_v4.2.1	bp_overlap_w_union_CCS_and_ONT_outlier_CNV_v4.2.1	fraction_overlap_w_union_CCS_and_ONT_outlier_CNV_v4.2.1	bp_overlap_w_Assembly_CNV	fraction_overlap_w_Assembly_CNV	bp_overlap_w_vdj	fraction_overlap_w_vdj	bp_overlap_inversions	fraction_overlap_inversions	bp_overlap_w_segdups_w_count_gt_5_and_percent_identity_gte_990	fraction_overlap_w_segdups_w_count_gt_5_and_percent_identity_gte_990	bp_segdups	fraction_segdups	bp_lowmapandsegdups	fraction_lowmapandsegdups	num_MRG_SVs_gt_49bp_in_SV_benchmark_bed_in_gene	num_MRG_SVs_gt_49bp_in_SV_benchmark_bed_in_gene_in_exons	num_MRG_variants_in_benchmark_in_gene	num_MRG_variants_in_benchmark_in_gene_in_exons	num_v4.2.1_variants_in_benchmark_in_gene	num_v4.2.1_variants_in_benchmark_in_gene_in_exons
SSX4	no	yes	no	0	0	254205	1	chrX	48383516	48393347	48236055	48447779	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9831	1	9831	1	0	NA	0	NA	0	NA
SLC38A5	yes	no	no	0	0	50343	1	chrX	48458537	48470260	48236055	48490260	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0.006653587	0	NA	0	NA	0	NA
FTSJ1	yes	no	yes	0	0	51852	1	chrX	48476021	48486364	48456021	48506364	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0.021463792	0	NA	0	NA	0	NA
PORCN	yes	no	yes	0	0	46917	1	chrX	48508962	48520814	48488962	48540814	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0.001771853	0	NA	0	NA	0	NA
EBP	yes	no	no	0	0	58827	1	chrX	48521799	48528716	48501799	48548716	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0.026601128	0	NA	0	NA	0	NA
WDR13	yes	no	no	0	0	54831	1	chrX	48590042	48608869	48570042	48628869	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0.006798746	0	NA	0	NA	0	NA
WAS	yes	yes	yes	0	0	47749	1	chrX	48676596	48691427	48656596	48711427	NA	NA	0	0	NA	NA	0	0	0	0	9293	0.626592947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0.020025622	0	NA	0	NA	0	NA
GATA1	yes	yes	no	0	0	63605	1	chrX	48786562	48794311	48766562	48814311	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
HDAC6	yes	no	no	0	0	52946	1	chrX	48801377	48824982	48781377	48844982	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0.003600932	0	NA	0	NA	0	NA
PQBP1	yes	no	yes	0	0	54684	1	chrX	48890197	48903143	48870197	48923143	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0.002858026	0	NA	0	NA	0	NA
TFE3	yes	yes	no	0	0	66737	1	chrX	49028726	49043410	49008726	49063410	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0.011372923	0	NA	0	NA	0	NA
WDR45	yes	no	yes	0	0	43337	1	chrX	49074433	49101170	49054433	49121170	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1138	0.042562741	0	NA	0	NA	0	NA
PLP2	yes	no	no	0	0	52455	1	chrX	49171898	49175235	49151898	49195235	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
SYP	yes	no	no	0	0	68308	1	chrX	49187804	49200259	49167804	49220259	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0.013327981	0	NA	0	NA	0	NA
CACNA1F	yes	no	no	0	0	55050	1	chrX	49205063	49233371	49185063	49253371	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0.007771655	0	NA	0	NA	0	NA
CCDC22	yes	no	no	0	0	60039	1	chrX	49235470	49250520	49215470	49270520	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0.002923588	0	NA	0	NA	0	NA
FOXP3	yes	no	no	0	0	216639	1	chrX	49250438	49270477	49230438	49290477	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4.49E-04	0	NA	0	NA	0	NA
CLCN5	yes	no	no	0	0	40085	1	chrX	49922596	50099235	49902596	50119235	NA	NA	0	0	NA	NA	0	0	0	0	781	0.004421447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21070	0.119282831	0	NA	0	NA	0	NA
MIR502	yes	no	no	0	0	262655	1	chrX	50014598	50014683	49994598	50034683	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
SHROOM4	yes	no	no	0	0	45906	1	chrX	50591647	50814302	50571647	50834302	NA	NA	0	0	NA	NA	0	0	0	0	559	0.002510611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4894	0.021980194	0	NA	0	NA	0	NA
BMP15	yes	no	no	0	0	194531	0.98601551	chrX	50910735	50916641	50890735	50936641	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5.08E-04	0	NA	0	NA	0	NA
SSX7	yes	no	no	0	0	194531	0.98601551	chrX	52644061	52654900	52598251	52795541	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10839	1	10839	1	0	NA	0	NA	0	NA
SSX2	no	yes	no	0	0	220382	0.987635621	chrX	52696896	52707189	52598251	52795541	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10293	1	10293	1	0	NA	0	NA	0	NA
SPANXN5	yes	no	no	0	0	74101	1	chrX	52796144	52797427	52598251	52821392	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	807	0.628994544	827	0.644583009	0	NA	0	NA	0	NA
KDM5C	yes	yes	yes	0	0	135522	1	chrX	53191321	53225422	53171321	53245422	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0.004897217	0	NA	0	NA	0	NA
IQSEC2	yes	no	yes	0	0	88579	1	chrX	53225828	53321350	53205828	53341350	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626	0.006553464	0	NA	0	NA	0	NA
SMC1A	yes	yes	yes	0	0	43112	1	chrX	53374149	53422728	53354149	53442728	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0.004487536	0	NA	0	NA	0	NA
HSD17B10	yes	no	yes	0	0	194632	1	chrX	53431258	53434370	53411258	53454370	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
HUWE1	yes	no	yes	0	0	152282	1	chrX	53532096	53686728	53512096	53706728	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3546	0.022931864	0	NA	0	NA	0	NA
PHF8	yes	no	yes	0	0	90780	1	chrX	53936676	54048958	53916676	54068958	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3731	0.033228835	0	NA	0	NA	0	NA
FGD1	yes	no	yes	0	0	89337	1	chrX	54445454	54496234	54425454	54516234	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0.005139819	0	NA	0	NA	0	NA
ITIH6	yes	no	no	0	0	61922	1	chrX	54748918	54798255	54728918	54818255	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17955	0.363925654	25591	0.518697935	0	NA	0	NA	0	NA
ALAS2	yes	no	no	0	0	99175	1	chrX	55009055	55030977	54989055	55050977	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	8.67E-04	0	NA	0	NA	0	NA
KLF8	yes	no	no	0	0	44229	1	chrX	56232356	56291531	56212356	56311531	NA	NA	0	0	NA	NA	0	0	0	0	391	0.00660752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0.002974229	0	NA	0	NA	0	NA
UBQLN2	yes	no	no	0	0	242490	1	chrX	56563639	56567868	56543639	56587868	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
FAAH2	yes	no	no	0	0	214307	1	chrX	57286706	57489196	57266706	57509196	NA	NA	0	0	NA	NA	0	0	0	0	459	0.002266779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19600	0.096794903	0	NA	0	NA	0	NA
ARHGEF9	yes	no	yes	0	0	60591	1	chrX	63634967	63809274	63614967	63829274	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4026	0.023097179	0	NA	0	NA	0	NA
AMER1	yes	yes	no	0	0	158911	1	chrX	64185117	64205708	64165117	64225708	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
ZC4H2	yes	no	no	0	0	62193	1	chrX	64915802	65034713	64895802	65054713	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5906	0.049667398	0	NA	0	NA	0	NA
LAS1L	yes	no	no	0	0	193554	1	chrX	65512582	65534775	65492582	65554775	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1435	0.064660028	1637	0.073761997	0	NA	0	NA	0	NA
MSN	no	yes	no	0	0	58387	1	chrX	65588377	65741931	65568377	65761931	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4854	0.031611029	12995	0.084628209	0	NA	0	NA	0	NA
VSIG4	yes	no	no	0	0	146318	1	chrX	66021738	66040125	66001738	66060125	NA	NA	0	0	NA	NA	0	0	0	0	2054	0.11170936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0.010061456	0	NA	0	NA	0	NA
HEPH	yes	no	no	0	0	83661	1	chrX	66162549	66268867	66142549	66288867	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11865	0.111599165	0	NA	0	NA	0	NA
EDA2R	yes	no	no	0	0	226598	1	chrX	66595637	66639298	66575637	66659298	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0.002152951	0	NA	0	NA	0	NA
AR	yes	yes	no	0	0	431569	1	chrX	67544021	67730619	67524021	67750619	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13411	0.071871081	0	NA	0	NA	0	NA
OPHN1	yes	no	no	0	0	53139	1	chrX	68042344	68433913	68022344	68453913	NA	NA	0	0	NA	NA	0	0	0	0	2070	0.005286425	0	0	0	0	0	0	0	0	0	0	0	0	3325	0.008491479	29321	0.0748808	0	NA	0	NA	0	NA
EFNB1	yes	no	no	0	0	463405	1	chrX	68829021	68842160	68809021	68862160	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
EDA	yes	no	no	0	0	72877	1	chrX	69616067	70039472	69596067	70059472	NA	NA	0	0	NA	NA	0	0	0	0	315	7.44E-04	0	0	0	0	0	0	0	0	0	0	0	0	2701	0.006379235	38585	0.091130242	0	NA	0	NA	0	NA
IGBP1	yes	no	no	0	0	41594	1	chrX	70133447	70166324	70113447	70186324	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	0.011588649	0	NA	0	NA	0	NA
P2RY4	yes	no	no	0	0	100655	1	chrX	70258170	70259764	70238170	70279764	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
DLG3	yes	no	yes	0	0	0	0	chrX	70444835	70505490	70424835	70525490	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0.00244003	0	NA	0	NA	0	NA
FOXO4	no	yes	no	0	0	0	0	chrX	71095851	71103532	71075851	71123532	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
IL2RG	yes	no	yes	0	0	0	0	chrX	71107404	71112108	71087404	71132108	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MED12	yes	yes	yes	0	0	0	0	chrX	71118556	71142454	71098556	71162454	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0.007071721	0	NA	0	NA	0	NA
NLGN3	yes	no	yes	0	0	0	0	chrX	71144831	71171201	71124831	71191201	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0.006977626	0	NA	0	NA	0	NA
GJB1	yes	no	yes	0	0	0	0	chrX	71215194	71225516	71195194	71245516	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0.035361364	0	NA	0	NA	0	NA
ZMYM3	yes	yes	no	0	0	0	0	chrX	71239624	71255146	71219624	71275146	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
NONO	no	yes	no	0	0	0	0	chrX	71283192	71301168	71263192	71321168	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583	0.032432132	0	NA	0	NA	0	NA
TAF1	yes	no	no	0	0	0	0	chrX	71366239	71532374	71346239	71552374	NA	NA	0	0	NA	NA	0	0	0	0	4478	0.026953983	0	0	0	0	0	0	0	0	0	0	0	0	7045	0.042405273	13674	0.082306558	0	NA	0	NA	0	NA
OGT	yes	no	no	0	0	0	0	chrX	71533104	71575892	71513104	71595892	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0.005001402	0	NA	0	NA	0	NA
HDAC8	yes	no	yes	0	0	0	0	chrX	72329516	72573101	72309516	72593101	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10755	0.044152965	0	NA	0	NA	0	NA
PHKA1	yes	no	no	0	0	72074	1	chrX	72578814	72714319	72558814	72734319	NA	NA	0	0	NA	NA	0	0	0	0	2353	0.017364673	0	0	0	0	0	0	0	0	0	0	0	0	3643	0.026884617	10051	0.074174385	0	NA	0	NA	0	NA
XIST	yes	no	no	0	0	41688	1	chrX	73820649	73852723	73800649	73872723	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0.001496539	0	NA	0	NA	0	NA
ZCCHC13	yes	no	no	0	0	152424	1	chrX	74304180	74305034	74284180	74325868	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
SLC16A2	yes	no	yes	0	0	232629	1	chrX	74421493	74533917	74401493	74553917	NA	NA	0	0	NA	NA	0	0	0	0	707	0.006288693	0	0	0	0	0	0	0	0	0	0	0	0	9013	0.080169715	14326	0.127428307	0	NA	0	NA	0	NA
NEXMIF	no	no	yes	0	0	145684	1	chrX	74732856	74925485	74712856	74945485	NA	NA	0	0	NA	NA	0	0	0	0	409	0.002123252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19537	0.101422943	0	NA	0	NA	0	NA
ABCB7	yes	no	no	0	0	195075	1	chrX	75051048	75156732	75031048	75176732	NA	NA	0	0	NA	NA	0	0	0	0	354	0.003349608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	766	0.007248022	0	NA	0	NA	0	NA
ZDHHC15	yes	no	no	0	0	42267	1	chrX	75368427	75523502	75348427	75543502	NA	NA	0	0	NA	NA	0	0	0	0	397	0.002560052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14418	0.092974367	0	NA	0	NA	0	NA
MAGEE2	yes	no	no	0	0	321355	1	chrX	75782987	75785254	75762987	75805254	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
ATRX	yes	yes	yes	0	0	109229	1	chrX	77504878	77786233	77484878	77806233	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1876	0.006667733	9186	0.032649144	0	NA	0	NA	0	NA
MAGT1	yes	no	no	0	0	47936	1	chrX	77826364	77895593	77806364	77915593	NA	NA	0	0	NA	NA	0	0	0	0	4442	0.064163862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3792	0.054774733	0	NA	0	NA	0	NA
COX7B	yes	no	no	0	0	179739	1	chrX	77899440	77907376	77879440	77927376	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0.016003024	0	NA	0	NA	0	NA
ATP7A	yes	no	yes	0	0	258556	1	chrX	77910656	78050395	77890656	78070395	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1702	0.01217985	4203	0.030077502	0	NA	0	NA	0	NA
PGK1	yes	no	no	0	0	57021	1	chrX	77910739	78129295	77890739	78149295	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1702	0.007787478	8589	0.039298852	0	NA	0	NA	0	NA
TBX22	yes	no	no	0	0	180374	1	chrX	80014753	80031774	79994753	80051774	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0.002526291	0	NA	0	NA	0	NA
BRWD3	yes	no	yes	0	0	43837	1	chrX	80669503	80809877	80649503	80829877	NA	NA	0	0	NA	NA	0	0	0	0	315	0.002244005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5927	0.042222919	0	NA	0	NA	0	NA
POU3F4	yes	no	yes	0	0	224605	1	chrX	83508290	83512127	83488290	83532127	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
HDX	yes	no	no	0	0	191674	1	chrX	84317874	84502479	84297874	84522479	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5119	0.027729476	0	NA	0	NA	0	NA
SATL1	yes	no	no	0	0	69330	1	chrX	85092287	85243961	85072287	85263961	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9232	0.060867387	0	NA	0	NA	0	NA
ZNF711	yes	no	no	0	0	142321	1	chrX	85244032	85273362	85224032	85293362	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0.008421412	0	NA	0	NA	0	NA
POF1B	yes	no	no	0	0	226381	1	chrX	85277396	85379717	85257396	85399717	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6921	0.067640074	0	NA	0	NA	0	NA
CHM	yes	no	yes	0	0	1379664	1	chrX	85861180	86047561	85841180	86067561	NA	NA	0	0	NA	NA	0	0	0	0	471	0.002527082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3551	0.019052371	0	NA	0	NA	0	NA
PCDH11X	yes	no	no	0	0	960334	1	chrX	91779261	92623230	91740846	93120510	NA	NA	0	0	NA	NA	0	0	0	0	4451	0.00527389	0	0	0	0	0	0	0	0	0	0	0	0	732913	0.868412228	744388	0.882008699	0	NA	0	NA	0	NA
DIAPH2	yes	no	no	0	0	41559	1	chrX	96684663	97604997	96664663	97624997	NA	NA	0	0	NA	NA	0	0	0	0	1046	0.001136544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27444	0.029819609	0	NA	0	NA	0	NA
RPA4	yes	no	no	0	0	158629	1	chrX	96883908	96885467	96863908	96905467	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
PCDH19	yes	no	yes	0	0	71593	1	chrX	100291644	100410273	100271644	100430273	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	971	0.008185182	0	NA	0	NA	0	NA
SRPX2	yes	no	no	0	0	43081	1	chrX	100644195	100675788	100624195	100695788	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0.003513437	0	NA	0	NA	0	NA
TIMM8A	yes	no	yes	0	0	81349	1	chrX	101345661	101348742	101325661	101368742	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0.324569945	1000	0.324569945	0	NA	0	NA	0	NA
BTK	yes	yes	no	0	0	54739	1	chrX	101349447	101390796	101329447	101410796	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0.005344748	0	NA	0	NA	0	NA
GLA	yes	no	yes	0	0	65465	1	chrX	101393273	101408012	101373273	101428012	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0.011262637	0	NA	0	NA	0	NA
NXF5	yes	no	no	0	0	41028	1	chrX	101832112	101857577	101812112	101877577	NA	NA	0	0	NA	NA	0	0	0	0	429	0.016846652	0	0	0	0	0	0	0	0	0	0	0	0	15768	0.619202827	17496	0.687060672	0	NA	0	NA	0	NA
RAB40AL	yes	no	no	0	0	58901	1	chrX	102937272	102938300	102917272	102958300	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1028	1	1028	1	0	NA	0	NA	0	NA
PLP1	yes	no	yes	0	0	46292	1	chrX	103773718	103792619	103753718	103812619	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0.002063383	0	NA	0	NA	0	NA
SERPINA7	yes	no	no	0	0	62602	1	chrX	106032435	106038727	106012435	106058727	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
PRPS1	yes	no	yes	0	0	141438	1	chrX	107628424	107651026	107608424	107671026	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1032	0.045659676	1363	0.060304398	0	NA	0	NA	0	NA
MID2	yes	no	no	0	0	297707	1	chrX	107825755	107927193	107805755	107947193	NA	NA	0	0	NA	NA	0	0	0	0	404	0.003982728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4647	0.045811234	0	NA	0	NA	0	NA
COL4A5	yes	no	yes	0	0	43927	1	chrX	108439838	108697545	108419838	108717545	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12526	0.048605587	0	NA	0	NA	0	NA
IRS4	yes	yes	no	0	0	149180	1	chrX	108732482	108736409	108712482	108756409	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
GUCY2F	yes	no	no	0	0	149159	1	chrX	109372906	109482086	109352906	109502086	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4253	0.038954021	0	NA	0	NA	0	NA
ACSL4	yes	no	yes	0	0	161963	1	chrX	109624244	109733403	109604244	109753403	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1518	0.01390632	9468	0.086735862	0	NA	0	NA	0	NA
CHRDL1	yes	no	no	0	0	323076	1	chrX	110673856	110795819	110653856	110815819	NA	NA	0	0	NA	NA	0	0	0	0	560	0.004591556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	779	0.006387183	0	NA	0	NA	0	NA
PAK3	yes	no	yes	0	0	158650	1	chrX	110944285	111227361	110924285	111247361	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3860	0.013635914	0	NA	0	NA	0	NA
DCX	yes	no	no	0	0	134838	1	chrX	111293779	111412429	111273779	111432429	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1415	0.011925832	0	NA	0	NA	0	NA
ALG13	yes	no	yes	0	0	365983	1	chrX	111665811	111760649	111645811	111780649	NA	NA	0	0	NA	NA	0	0	0	0	1033	0.010892258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1312	0.013834117	0	NA	0	NA	0	NA
HTR2C	yes	no	yes	0	0	129687	1	chrX	114584078	114910061	114564078	114930061	NA	NA	0	0	NA	NA	0	0	0	0	4119	0.012635628	0	0	0	0	0	0	0	0	0	0	0	0	2208	0.006773359	27835	0.085387888	0	NA	0	NA	0	NA
PLS3	yes	no	no	0	0	44230	1	chrX	115561174	115650861	115541174	115670861	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1369	0.015264197	0	NA	0	NA	0	NA
