gene	ref	coords	benchmark	bench_type	region	cov
TCF3	GRCh38	chr19:1609290-1652615	mrg	SV	gene	0.9650779
LMNB2	GRCh38	chr19:2427638-2456959	mrg	SV	gene	0.9451588
GIPC3	GRCh38	chr19:3585478-3593541	mrg	SV	gene	1
TBXA2R	GRCh38	chr19:3594507-3606875	mrg	SV	gene	1
CREB3L3	GRCh38	chr19:4153631-4173054	mrg	SV	gene	1
RFX2	GRCh38	chr19:5993164-6199572	mrg	SV	gene	0.9981154
C3	GRCh38	chr19:6677704-6730562	mrg	SV	gene	0.9788679
STXBP2	GRCh38	chr19:7636881-7647873	mrg	SV	gene	0.9328603
TYK2	GRCh38	chr19:10350529-10380572	mrg	SV	gene	1
TRMT1	GRCh38	chr19:13104902-13117567	mrg	SV	gene	1
CYP4F3	GRCh38	chr19:15640897-15662825	mrg	SV	gene	0.9428585
CYP4F12	GRCh38	chr19:15673018-15697174	mrg	SV	gene	0.8789121
CALR3	GRCh38	chr19:16479061-16496167	mrg	SV	gene	1
MYO9B	GRCh38	chr19:17075781-17214537	mrg	SV	gene	1
INSL3	GRCh38	chr19:17816512-17821574	mrg	SV	gene	1
FKBP8	GRCh38	chr19:18531751-18544077	mrg	SV	gene	1
GPI	GRCh38	chr19:34359480-34402413	mrg	SV	gene	1
COX6B1	GRCh38	chr19:35648323-35658782	mrg	SV	gene	1
IFNL3	GRCh38	chr19:39243553-39245129	mrg	SV	gene	1
CYP2G1P	GRCh38	chr19:40890826-40912357	mrg	SV	gene	1
ETHE1	GRCh38	chr19:43506719-43527230	mrg	SV	gene	0.9498805
APOC1	GRCh38	chr19:44914247-44919349	mrg	SV	gene	1
APOC4	GRCh38	chr19:44942237-44945496	mrg	SV	gene	1
APOC2	GRCh38	chr19:44946035-44949565	mrg	SV	gene	1
BLOC1S3	GRCh38	chr19:45178784-45216933	mrg	SV	gene	0.9809169
DMPK	GRCh38	chr19:45769709-45782552	mrg	SV	gene	1
FUT1	GRCh38	chr19:48748011-48755390	mrg	SV	gene	1
BAX	GRCh38	chr19:48954815-48961798	mrg	SV	gene	1
TRPM4	GRCh38	chr19:49157741-49211836	mrg	SV	gene	0.9600703
PNKP	GRCh38	chr19:49859882-49878351	mrg	SV	gene	1
SIGLEC16	GRCh38	chr19:49969673-49975814	mrg	SV	gene	1
KLK4	GRCh38	chr19:50906352-50910738	mrg	SV	gene	1
ETFB	GRCh38	chr19:51345169-51366388	mrg	SV	gene	0.9217682
NLRP12	GRCh38	chr19:53793741-53824394	mrg	SV	gene	0.9733794
PRKCG	GRCh38	chr19:53879190-53907652	mrg	SV	gene	0.9677816
MBOAT7	GRCh38	chr19:54173412-54189882	mrg	SV	gene	1
NLRP7	GRCh38	chr19:54923509-54966312	mrg	SV	gene	1
NLRP2	GRCh38	chr19:54953130-55001142	mrg	SV	gene	1
GP6	GRCh38	chr19:55013705-55038264	mrg	SV	gene	0.9564314
TNNT1	GRCh38	chr19:55132698-55149206	mrg	SV	gene	0.9317906
TNNI3	GRCh38	chr19:55151767-55157773	mrg	SV	gene	0.6087246
SBK3	GRCh38	chr19:55540656-55545543	mrg	SV	gene	1
ZNF419	GRCh38	chr19:57487711-57496097	mrg	SV	gene	1
SLC27A5	GRCh38	chr19:58479512-58512413	mrg	SV	gene	0.9684508
SNTG2	GRCh38	chr2:950849-1367613	mrg	SV	gene	0.9422575
TPO	GRCh38	chr2:1374066-1543711	mrg	SV	gene	0.8782517
PXDN	GRCh38	chr2:1631887-1744852	mrg	SV	gene	0.9468331
KLF11	GRCh38	chr2:10042849-10054836	mrg	SV	gene	0.9835655
ABCG8	GRCh38	chr2:43831942-43882988	mrg	SV	gene	1
PCBP1	GRCh38	chr2:70087477-70089203	mrg	SV	gene	1
MOGS	GRCh38	chr2:74461057-74465410	mrg	SV	gene	1
RPIA	GRCh38	chr2:88691673-88750929	mrg	SV	gene	1
RGPD3	GRCh38	chr2:106391290-106468413	mrg	SV	gene	0.9739377
CASP10	GRCh38	chr2:201182898-201229406	mrg	SV	gene	1
MLPH	GRCh38	chr2:237485428-237555322	mrg	SV	gene	0.9365038
ANO7	GRCh38	chr2:241188509-241225377	mrg	SV	gene	0.9277151
D2HGDH	GRCh38	chr2:241734602-241768816	mrg	SV	gene	1
SEMG1	GRCh38	chr20:45207033-45209768	mrg	SV	gene	1
PLTP	GRCh38	chr20:45898621-45912155	mrg	SV	gene	1
CHRNA4	GRCh38	chr20:63343223-63378401	mrg	SV	gene	0.9244983
EEF1A2	GRCh38	chr20:63488014-63499185	mrg	SV	gene	1
PTK6	GRCh38	chr20:63528001-63537376	mrg	SV	gene	0.9386666
OPRL1	GRCh38	chr20:64080082-64100643	mrg	SV	gene	0.8500559
MYT1	GRCh38	chr20:64102394-64242253	mrg	SV	gene	0.8791426
KCNE1	GRCh38	chr21:34446688-34512210	mrg	SV	gene	1
CBR3	GRCh38	chr21:36135079-36146562	mrg	SV	gene	1
NDUFV3	GRCh38	chr21:42879644-42913304	mrg	SV	gene	0.9890375
CBS	GRCh38	chr21:43053191-43076943	mrg	SV	gene	0.9762967
U2AF1	GRCh38	chr21:43092956-43107587	mrg	SV	gene	1
CRYAA	GRCh38	chr21:43169008-43172805	mrg	SV	gene	1
TRAPPC10	GRCh38	chr21:44012309-44106552	mrg	SV	gene	1
DNMT3L	GRCh38	chr21:44246339-44262216	mrg	SV	gene	1
COL18A1	GRCh38	chr21:45405165-45513720	mrg	SV	gene	0.9287181
COL6A1	GRCh38	chr21:45981769-46005050	mrg	SV	gene	0.9158971
APOBEC3H	GRCh38	chr22:39097224-39104067	mrg	SV	gene	1
NDUFA6	GRCh38	chr22:42085526-42090884	mrg	SV	gene	1
CYB5R3	GRCh38	chr22:42617840-42649392	mrg	SV	gene	1
A4GALT	GRCh38	chr22:42692121-42721298	mrg	SV	gene	0.9985262
TTLL1	GRCh38	chr22:43039516-43089419	mrg	SV	gene	1
MLC1	GRCh38	chr22:50059391-50085426	mrg	SV	gene	0.9937392
TUBGCP6	GRCh38	chr22:50217689-50245023	mrg	SV	gene	0.9334162
CHL1	GRCh38	chr3:196763-409417	mrg	SV	gene	0.996285
DAZL	GRCh38	chr3:16586792-16670306	mrg	SV	gene	1
LZTFL1	GRCh38	chr3:45823316-45916042	mrg	SV	gene	1
RHOA	GRCh38	chr3:49359145-49412998	mrg	SV	gene	0.9700481
MST1R	GRCh38	chr3:49887002-49903873	mrg	SV	gene	1
HYAL1	GRCh38	chr3:50299890-50312381	mrg	SV	gene	1
RPN1	GRCh38	chr3:128619969-128681075	mrg	SV	gene	1
BFSP2	GRCh38	chr3:133400056-133475222	mrg	SV	gene	0.9370593
PCCB	GRCh38	chr3:136250340-136337896	mrg	SV	gene	1
EIF2B5	GRCh38	chr3:184135038-184146127	mrg	SV	gene	1
KNG1	GRCh38	chr3:186717348-186744410	mrg	SV	gene	1
TM4SF19	GRCh38	chr3:196319342-196338503	mrg	SV	gene	0.95423
ZNF141	GRCh38	chr4:337814-384868	mrg	SV	gene	1
PDE6B	GRCh38	chr4:625584-670782	mrg	SV	gene	0.9666136
GAK	GRCh38	chr4:849276-932373	mrg	SV	gene	0.9508647
FGFRL1	GRCh38	chr4:1009936-1026898	mrg	SV	gene	1
RNF212	GRCh38	chr4:1056250-1113564	mrg	SV	gene	0.9833025
UVSSA	GRCh38	chr4:1347208-1395989	mrg	SV	gene	0.9681638
DOK7	GRCh38	chr4:3463306-3501473	mrg	SV	gene	0.948935
HMX1	GRCh38	chr4:8846076-8871839	mrg	SV	gene	1
UGT2A1	GRCh38	chr4:69588417-69653249	mrg	SV	gene	0.9159983
UGT2A2	GRCh38	chr4:69589309-69639642	mrg	SV	gene	0.8918006
AFP	GRCh38	chr4:73431138-73456174	mrg	SV	gene	1
DSPP	GRCh38	chr4:87608529-87616873	mrg	SV	gene	0.7299856
PDLIM3	GRCh38	chr4:185500660-185535507	mrg	SV	gene	1
FAT1	GRCh38	chr4:186587794-186726722	mrg	SV	gene	0.9956164
SLC6A18	GRCh38	chr5:1225381-1246189	mrg	SV	gene	0.9590061
TERT	GRCh38	chr5:1253147-1295068	mrg	SV	gene	0.8056583
SLC6A3	GRCh38	chr5:1392794-1445440	mrg	SV	gene	0.9783269
MARVELD2	GRCh38	chr5:69415065-69444330	mrg	SV	gene	1
SMN1	GRCh38	chr5:70925030-70953942	mrg	SV	gene	1
TTC37	GRCh38	chr5:95461755-95554977	mrg	SV	gene	1
LIX1	GRCh38	chr5:97091867-97142753	mrg	SV	gene	1
SAR1B	GRCh38	chr5:134601149-134649271	mrg	SV	gene	1
MYOT	GRCh38	chr5:137867858-137887851	mrg	SV	gene	1
PCDHA10	GRCh38	chr5:140855883-141012347	mrg	SV	gene	1
NPM1	GRCh38	chr5:171387116-171411137	mrg	SV	gene	1
FLT4	GRCh38	chr5:180601506-180649624	mrg	SV	gene	0.8774263
SLC17A5	GRCh38	chr6:73593379-73653992	mrg	SV	gene	0.9819511
SEC63	GRCh38	chr6:107867756-107958208	mrg	SV	gene	0.9893645
PCMT1	GRCh38	chr6:149749443-149811420	mrg	SV	gene	0.9675847
SLC22A1	GRCh38	chr6:160121815-160158718	mrg	SV	gene	1
SMOC2	GRCh38	chr6:168441151-168673445	mrg	SV	gene	0.9318708
THBS2	GRCh38	chr6:169215780-169254044	mrg	SV	gene	0.9578455
SLC29A4	GRCh38	chr7:5274369-5306870	mrg	SV	gene	1
NOD1	GRCh38	chr7:30424527-30478784	mrg	SV	gene	1
PPIA	GRCh38	chr7:44796680-44824564	mrg	SV	gene	1
PSPH	GRCh38	chr7:56011051-56051604	mrg	SV	gene	1
GUSB	GRCh38	chr7:65960684-65982215	mrg	SV	gene	1
CLIP2	GRCh38	chr7:74289407-74405935	mrg	SV	gene	0.9912811
GTF2I	GRCh38	chr7:74650231-74760692	mrg	SV	gene	1
NCF1	GRCh38	chr7:74773962-74789376	mrg	SV	gene	1
GTF2IRD2	GRCh38	chr7:74796144-74851551	mrg	SV	gene	1
ZAN	GRCh38	chr7:100733595-100797797	mrg	SV	gene	0.8512663
LAMB1	GRCh38	chr7:107923799-108003187	mrg	SV	gene	0.9948985
KLF14	GRCh38	chr7:130731235-130734176	mrg	SV	gene	1
BRAF	GRCh38	chr7:140719327-140924928	mrg	SV	gene	0.9990856
TRBV9	GRCh38	chr7:142391891-142392412	mrg	SV	gene	1
KMT2C	GRCh38	chr7:152134922-152436005	mrg	SV	gene	0.999545
ARHGEF10	GRCh38	chr8:1823926-1958641	mrg	SV	gene	0.9279442
IKBKB	GRCh38	chr8:42271302-42332653	mrg	SV	gene	1
IMPA1	GRCh38	chr8:81656914-81686331	mrg	SV	gene	0.9463915
CDH17	GRCh38	chr8:94127162-94217303	mrg	SV	gene	1
GPIHBP1	GRCh38	chr8:143213218-143217170	mrg	SV	gene	1
MAFA	GRCh38	chr8:143419182-143430732	mrg	SV	gene	0.9813853
KCNV2	GRCh38	chr9:2717510-2730037	mrg	SV	gene	0.9403688
GALT	GRCh38	chr9:34638133-34651035	mrg	SV	gene	0.9935669
FXN	GRCh38	chr9:69035563-69100178	mrg	SV	gene	1
TJP2	GRCh38	chr9:69121264-69274615	mrg	SV	gene	1
MUSK	GRCh38	chr9:110668779-110806558	mrg	SV	gene	0.9782623
SLC27A4	GRCh38	chr9:128340527-128361470	mrg	SV	gene	1
PKN3	GRCh38	chr9:128702503-128720916	mrg	SV	gene	1
ABO	GRCh38	chr9:133250401-133276024	mrg	SV	gene	0.9605823
SOHLH1	GRCh38	chr9:135693407-135704498	mrg	SV	gene	1
INPP5E	GRCh38	chr9:136428619-136439845	mrg	SV	gene	1
MAN1B1	GRCh38	chr9:137086985-137109183	mrg	SV	gene	1
GRIN1	GRCh38	chr9:137139154-137168756	mrg	SV	gene	0.9627728
AGRN	GRCh38	chr1:1020120-1056118	mrg	union	gene	1
RPL22	GRCh38	chr1:6185020-6209389	mrg	union	gene	1
ESPN	GRCh38	chr1:6424776-6461367	mrg	union	gene	1
MASP2	GRCh38	chr1:11026523-11047239	mrg	union	gene	0.9126762
NPPA	GRCh38	chr1:11845709-11848345	mrg	union	gene	1
HMGCL	GRCh38	chr1:23801885-23838620	mrg	union	gene	0.9645298
CNR2	GRCh38	chr1:23870515-23913362	mrg	union	gene	0.9927649
RHCE	GRCh38	chr1:25362249-25430192	mrg	union	gene	0.9988226
PIGV	GRCh38	chr1:26787054-26800659	mrg	union	gene	1
AGL	GRCh38	chr1:99850361-99924023	mrg	union	gene	1
EXTL2	GRCh38	chr1:100872372-100895179	mrg	union	gene	1
LRIG2	GRCh38	chr1:113073198-113132260	mrg	union	gene	1
VANGL1	GRCh38	chr1:115641970-115698224	mrg	union	gene	1
FLG	GRCh38	chr1:152302165-152325239	mrg	union	gene	0.52596
FLAD1	GRCh38	chr1:154983338-154993111	mrg	union	gene	1
MUC1	GRCh38	chr1:155185824-155192916	mrg	union	gene	0.4811055
HCN3	GRCh38	chr1:155277463-155289848	mrg	union	gene	1
FCGR3A	GRCh38	chr1:161541759-161550737	mrg	union	gene	1
FCGR2B	GRCh38	chr1:161663147-161678654	mrg	union	gene	1
CD247	GRCh38	chr1:167430640-167518610	mrg	union	gene	0.9917131
PRG4	GRCh38	chr1:186296279-186314567	mrg	union	gene	1
PTPRC	GRCh38	chr1:198638457-198757476	mrg	union	gene	1
KISS1	GRCh38	chr1:204190341-204196491	mrg	union	gene	1
LBR	GRCh38	chr1:225401502-225428925	mrg	union	gene	1
DCLRE1C	GRCh38	chr10:14897359-14954432	mrg	union	gene	1
MRC1	GRCh38	chr10:17809348-17911164	mrg	union	gene	1
PDSS1	GRCh38	chr10:26697701-26746798	mrg	union	gene	1
PAPSS2	GRCh38	chr10:87659613-87747705	mrg	union	gene	1
PTEN	GRCh38	chr10:87863625-87971930	mrg	union	gene	1
LIPN	GRCh38	chr10:88761406-88778242	mrg	union	gene	1
BTRC	GRCh38	chr10:101354033-101557321	mrg	union	gene	0.9978799
ECHS1	GRCh38	chr10:133362485-133373354	mrg	union	gene	1
SPRN	GRCh38	chr10:133420666-133424572	mrg	union	gene	0.9633896
IFITM3	GRCh38	chr11:319676-327537	mrg	union	gene	0.7292965
DRD4	GRCh38	chr11:637269-640706	mrg	union	gene	1
DEAF1	GRCh38	chr11:644233-706715	mrg	union	gene	0.9785858
MUC5B	GRCh38	chr11:1223066-1262172	mrg	union	gene	1
H19	GRCh38	chr11:1995176-2001470	mrg	union	gene	1
HBG1	GRCh38	chr11:5248269-5249857	mrg	union	gene	1
MDK	GRCh38	chr11:46380756-46383837	mrg	union	gene	1
SPI1	GRCh38	chr11:47354860-47378547	mrg	union	gene	1
B3GAT3	GRCh38	chr11:62615296-62622154	mrg	union	gene	1
ESRRA	GRCh38	chr11:64305497-64316743	mrg	union	gene	1
SLC22A12	GRCh38	chr11:64590641-64602353	mrg	union	gene	0.8195868
TPCN2	GRCh38	chr11:69048932-69136316	mrg	union	gene	0.9605763
FGF3	GRCh38	chr11:69809968-69819416	mrg	union	gene	0.9387172
CD4	GRCh38	chr12:6786858-6820799	mrg	union	gene	0.9940485
PEX5	GRCh38	chr12:7188685-7218574	mrg	union	gene	0.9171936
APOBEC1	GRCh38	chr12:7649400-7665908	mrg	union	gene	1
GDF3	GRCh38	chr12:7689784-7695775	mrg	union	gene	1
COX14	GRCh38	chr12:50112082-50120457	mrg	union	gene	1
NACA	GRCh38	chr12:56712427-56731628	mrg	union	gene	0.9294828
DPY19L2	GRCh38	chr12:63558913-63668939	mrg	union	gene	0.997546
HNF1A	GRCh38	chr12:120978543-121002512	mrg	union	gene	1
KDM2B	GRCh38	chr12:121429096-121581023	mrg	union	gene	0.9939708
HPD	GRCh38	chr12:121839527-121863596	mrg	union	gene	1
P2RX2	GRCh38	chr12:132618776-132622388	mrg	union	gene	1
PGAM5	GRCh38	chr12:132710819-132722734	mrg	union	gene	0.9654217
GOLGA3	GRCh38	chr12:132768914-132829078	mrg	union	gene	0.8861445
F7	GRCh38	chr13:113105788-113120685	mrg	union	gene	0.7913002
PROZ	GRCh38	chr13:113158648-113172386	mrg	union	gene	0.9030427
NDUFB1	GRCh38	chr14:92116122-92121917	mrg	union	gene	1
JAG2	GRCh38	chr14:105140982-105168824	mrg	union	gene	0.9633647
IGHV3-21	GRCh38	chr14:106235064-106235594	mrg	union	gene	1
NDUFAF1	GRCh38	chr15:41387353-41402519	mrg	union	gene	1
PPIP5K1	GRCh38	chr15:43533462-43590253	mrg	union	gene	1
USP8	GRCh38	chr15:50424380-50514421	mrg	union	gene	1
MPG	GRCh38	chr16:77007-85851	mrg	union	gene	0.9105608
HBM	GRCh38	chr16:153892-166764	mrg	union	gene	0.76344
AXIN1	GRCh38	chr16:287440-352723	mrg	union	gene	1
LMF1	GRCh38	chr16:853634-981318	mrg	union	gene	0.8718712
SSTR5	GRCh38	chr16:1078781-1080142	mrg	union	gene	1
GNPTG	GRCh38	chr16:1351931-1364113	mrg	union	gene	1
UNKL	GRCh38	chr16:1363205-1414751	mrg	union	gene	0.9567183
CLCN7	GRCh38	chr16:1444934-1475084	mrg	union	gene	0.9135655
PKD1	GRCh38	chr16:2088708-2135898	mrg	union	gene	1
PDPK1	GRCh38	chr16:2537979-2603188	mrg	union	gene	1
SMG1	GRCh38	chr16:18804860-18926408	mrg	union	gene	1
SH2B1	GRCh38	chr16:28846600-28874212	mrg	union	gene	1
PHKG2	GRCh38	chr16:30748293-30761176	mrg	union	gene	1
VKORC1	GRCh38	chr16:31090842-31095980	mrg	union	gene	1
ORC6	GRCh38	chr16:46689643-46698394	mrg	union	gene	1
HSD11B2	GRCh38	chr16:67430652-67437553	mrg	union	gene	1
HYDIN	GRCh38	chr16:70802084-71230722	mrg	union	gene	1
GCSH	GRCh38	chr16:81081945-81096395	mrg	union	gene	1
ZNF469	GRCh38	chr16:88382959-88440757	mrg	union	gene	0.9425067
CDH15	GRCh38	chr16:89171748-89195492	mrg	union	gene	0.9023753
ANKRD11	GRCh38	chr16:89267630-89490561	mrg	union	gene	0.9884673
MC1R	GRCh38	chr16:89912119-89920977	mrg	union	gene	1
ABR	GRCh38	chr17:1003518-1229738	mrg	union	gene	0.941495
SERPINF2	GRCh38	chr17:1742836-1755268	mrg	union	gene	1
SRR	GRCh38	chr17:2303383-2325260	mrg	union	gene	1
P2RX5	GRCh38	chr17:3672199-3696240	mrg	union	gene	0.8420199
GP1BA	GRCh38	chr17:4932277-4935023	mrg	union	gene	1
ENO3	GRCh38	chr17:4948092-4957131	mrg	union	gene	1
ALOXE3	GRCh38	chr17:8095900-8119047	mrg	union	gene	0.9834104
HES7	GRCh38	chr17:8120592-8124106	mrg	union	gene	1
ATPAF2	GRCh38	chr17:17977409-18039209	mrg	union	gene	1
FOXN1	GRCh38	chr17:28506243-28538896	mrg	union	gene	0.9038067
SUZ12	GRCh38	chr17:31937007-32001038	mrg	union	gene	1
KRTAP1-1	GRCh38	chr17:41040541-41041450	mrg	union	gene	1
G6PC3	GRCh38	chr17:44070735-44076344	mrg	union	gene	1
HOXB8	GRCh38	chr17:48611377-48615292	mrg	union	gene	1
GIP	GRCh38	chr17:48958554-48968596	mrg	union	gene	0.9120693
TMC6	GRCh38	chr17:78110458-78132407	mrg	union	gene	0.980637
CANT1	GRCh38	chr17:78991716-79009867	mrg	union	gene	0.919178
RNF213	GRCh38	chr17:80260866-80398786	mrg	union	gene	0.9676044
FSCN2	GRCh38	chr17:81528396-81537130	mrg	union	gene	0.9062285
TYMS	GRCh38	chr18:657653-673578	mrg	union	gene	0.946562
GALR1	GRCh38	chr18:77249848-77277900	mrg	union	gene	0.9388279
CTDP1	GRCh38	chr18:79679803-79754510	mrg	union	gene	0.9787303
BSG	GRCh38	chr19:571277-583493	mrg	union	gene	1
HCN2	GRCh38	chr19:589881-617159	mrg	union	gene	0.9894054
KISS1R	GRCh38	chr19:917287-921005	mrg	union	gene	1
STK11	GRCh38	chr19:1177558-1228431	mrg	union	gene	1
TCF3	GRCh38	chr19:1609290-1652615	mrg	union	gene	0.9650779
LMNB2	GRCh38	chr19:2427638-2456959	mrg	union	gene	0.9540261
GIPC3	GRCh38	chr19:3585478-3593541	mrg	union	gene	1
TBXA2R	GRCh38	chr19:3594507-3606875	mrg	union	gene	1
CREB3L3	GRCh38	chr19:4153631-4173054	mrg	union	gene	1
RFX2	GRCh38	chr19:5993164-6199572	mrg	union	gene	0.9981154
C3	GRCh38	chr19:6677704-6730562	mrg	union	gene	0.9788679
STXBP2	GRCh38	chr19:7636881-7647873	mrg	union	gene	1
TYK2	GRCh38	chr19:10350529-10380572	mrg	union	gene	1
TRMT1	GRCh38	chr19:13104902-13117567	mrg	union	gene	1
CYP4F3	GRCh38	chr19:15640897-15662825	mrg	union	gene	0.9428585
CYP4F12	GRCh38	chr19:15673018-15697174	mrg	union	gene	0.8789121
CALR3	GRCh38	chr19:16479061-16496167	mrg	union	gene	1
MYO9B	GRCh38	chr19:17075781-17214537	mrg	union	gene	1
INSL3	GRCh38	chr19:17816512-17821574	mrg	union	gene	1
FKBP8	GRCh38	chr19:18531751-18544077	mrg	union	gene	1
GPI	GRCh38	chr19:34359480-34402413	mrg	union	gene	1
COX6B1	GRCh38	chr19:35648323-35658782	mrg	union	gene	1
IFNL3	GRCh38	chr19:39243553-39245129	mrg	union	gene	1
CYP2G1P	GRCh38	chr19:40890826-40912357	mrg	union	gene	1
ETHE1	GRCh38	chr19:43506719-43527230	mrg	union	gene	0.9498805
APOC1	GRCh38	chr19:44914247-44919349	mrg	union	gene	1
APOC4	GRCh38	chr19:44942237-44945496	mrg	union	gene	1
APOC2	GRCh38	chr19:44946035-44949565	mrg	union	gene	1
BLOC1S3	GRCh38	chr19:45178784-45216933	mrg	union	gene	0.9809169
DMPK	GRCh38	chr19:45769709-45782552	mrg	union	gene	1
FUT1	GRCh38	chr19:48748011-48755390	mrg	union	gene	1
BAX	GRCh38	chr19:48954815-48961798	mrg	union	gene	1
TRPM4	GRCh38	chr19:49157741-49211836	mrg	union	gene	0.9705148
PNKP	GRCh38	chr19:49859882-49878351	mrg	union	gene	1
SIGLEC16	GRCh38	chr19:49969673-49975814	mrg	union	gene	1
KLK4	GRCh38	chr19:50906352-50910738	mrg	union	gene	1
ETFB	GRCh38	chr19:51345169-51366388	mrg	union	gene	0.9217682
NLRP12	GRCh38	chr19:53793741-53824394	mrg	union	gene	0.985972
PRKCG	GRCh38	chr19:53879190-53907652	mrg	union	gene	0.9677816
MBOAT7	GRCh38	chr19:54173412-54189882	mrg	union	gene	1
NLRP7	GRCh38	chr19:54923509-54966312	mrg	union	gene	1
NLRP2	GRCh38	chr19:54953130-55001142	mrg	union	gene	1
GP6	GRCh38	chr19:55013705-55038264	mrg	union	gene	0.9564314
TNNT1	GRCh38	chr19:55132698-55149206	mrg	union	gene	0.9317906
TNNI3	GRCh38	chr19:55151767-55157773	mrg	union	gene	0.6087246
SBK3	GRCh38	chr19:55540656-55545543	mrg	union	gene	1
ZNF419	GRCh38	chr19:57487711-57496097	mrg	union	gene	1
SLC27A5	GRCh38	chr19:58479512-58512413	mrg	union	gene	0.9684508
SNTG2	GRCh38	chr2:950849-1367613	mrg	union	gene	0.9445705
TPO	GRCh38	chr2:1374066-1543711	mrg	union	gene	0.8782517
PXDN	GRCh38	chr2:1631887-1744852	mrg	union	gene	0.9605542
KLF11	GRCh38	chr2:10042849-10054836	mrg	union	gene	1
ABCG8	GRCh38	chr2:43831942-43882988	mrg	union	gene	1
PCBP1	GRCh38	chr2:70087477-70089203	mrg	union	gene	1
MOGS	GRCh38	chr2:74461057-74465410	mrg	union	gene	1
RPIA	GRCh38	chr2:88691673-88750929	mrg	union	gene	1
RGPD3	GRCh38	chr2:106391290-106468413	mrg	union	gene	0.9739377
CASP10	GRCh38	chr2:201182898-201229406	mrg	union	gene	1
MLPH	GRCh38	chr2:237485428-237555322	mrg	union	gene	0.9612556
ANO7	GRCh38	chr2:241188509-241225377	mrg	union	gene	0.9277151
D2HGDH	GRCh38	chr2:241734602-241768816	mrg	union	gene	1
SEMG1	GRCh38	chr20:45207033-45209768	mrg	union	gene	1
PLTP	GRCh38	chr20:45898621-45912155	mrg	union	gene	1
CHRNA4	GRCh38	chr20:63343223-63378401	mrg	union	gene	0.9332253
EEF1A2	GRCh38	chr20:63488014-63499185	mrg	union	gene	1
PTK6	GRCh38	chr20:63528001-63537376	mrg	union	gene	0.9386666
OPRL1	GRCh38	chr20:64080082-64100643	mrg	union	gene	0.8500559
MYT1	GRCh38	chr20:64102394-64242253	mrg	union	gene	0.8989483
KCNE1	GRCh38	chr21:34446688-34512210	mrg	union	gene	1
CBR3	GRCh38	chr21:36135079-36146562	mrg	union	gene	1
NDUFV3	GRCh38	chr21:42879644-42913304	mrg	union	gene	0.9890375
CBS	GRCh38	chr21:43053191-43076943	mrg	union	gene	1
U2AF1	GRCh38	chr21:43092956-43107587	mrg	union	gene	1
CRYAA	GRCh38	chr21:43169008-43172805	mrg	union	gene	1
TRAPPC10	GRCh38	chr21:44012309-44106552	mrg	union	gene	1
DNMT3L	GRCh38	chr21:44246339-44262216	mrg	union	gene	1
COL18A1	GRCh38	chr21:45405165-45513720	mrg	union	gene	0.9400672
COL6A1	GRCh38	chr21:45981769-46005050	mrg	union	gene	0.9618573
APOBEC3H	GRCh38	chr22:39097224-39104067	mrg	union	gene	1
NDUFA6	GRCh38	chr22:42085526-42090884	mrg	union	gene	1
CYB5R3	GRCh38	chr22:42617840-42649392	mrg	union	gene	1
A4GALT	GRCh38	chr22:42692121-42721298	mrg	union	gene	0.9985262
TTLL1	GRCh38	chr22:43039516-43089419	mrg	union	gene	1
MLC1	GRCh38	chr22:50059391-50085426	mrg	union	gene	0.9937392
TUBGCP6	GRCh38	chr22:50217689-50245023	mrg	union	gene	0.9427087
CHL1	GRCh38	chr3:196763-409417	mrg	union	gene	0.996285
DAZL	GRCh38	chr3:16586792-16670306	mrg	union	gene	1
LZTFL1	GRCh38	chr3:45823316-45916042	mrg	union	gene	1
RHOA	GRCh38	chr3:49359145-49412998	mrg	union	gene	0.9816723
MST1R	GRCh38	chr3:49887002-49903873	mrg	union	gene	1
HYAL1	GRCh38	chr3:50299890-50312381	mrg	union	gene	1
RPN1	GRCh38	chr3:128619969-128681075	mrg	union	gene	1
BFSP2	GRCh38	chr3:133400056-133475222	mrg	union	gene	0.9370593
PCCB	GRCh38	chr3:136250340-136337896	mrg	union	gene	1
EIF2B5	GRCh38	chr3:184135038-184146127	mrg	union	gene	1
KNG1	GRCh38	chr3:186717348-186744410	mrg	union	gene	1
TM4SF19	GRCh38	chr3:196319342-196338503	mrg	union	gene	0.95423
ZNF141	GRCh38	chr4:337814-384868	mrg	union	gene	1
PDE6B	GRCh38	chr4:625584-670782	mrg	union	gene	0.9666136
GAK	GRCh38	chr4:849276-932373	mrg	union	gene	0.9765335
FGFRL1	GRCh38	chr4:1009936-1026898	mrg	union	gene	1
RNF212	GRCh38	chr4:1056250-1113564	mrg	union	gene	0.9833025
UVSSA	GRCh38	chr4:1347208-1395989	mrg	union	gene	0.9736578
DOK7	GRCh38	chr4:3463306-3501473	mrg	union	gene	0.99138
HMX1	GRCh38	chr4:8846076-8871839	mrg	union	gene	1
UGT2A1	GRCh38	chr4:69588417-69653249	mrg	union	gene	0.9159983
UGT2A2	GRCh38	chr4:69589309-69639642	mrg	union	gene	0.8918006
AFP	GRCh38	chr4:73431138-73456174	mrg	union	gene	1
DSPP	GRCh38	chr4:87608529-87616873	mrg	union	gene	0.7299856
PDLIM3	GRCh38	chr4:185500660-185535507	mrg	union	gene	1
FAT1	GRCh38	chr4:186587794-186726722	mrg	union	gene	0.9985244
SLC6A18	GRCh38	chr5:1225381-1246189	mrg	union	gene	0.9729431
