gene	ref	coords	in_mrg	benchmark	region	cov	vars	svs
OR12D2	GRCh38	chr6:29395631-29398008	FALSE	v4	exon	NA	NA	NA
OR12D2	GRCh38	chr6:29395631-29398008	FALSE	mrg	gene	0	0	0
OR12D2	GRCh38	chr6:29395631-29398008	FALSE	mrg	exon	NA	NA	NA
OR12D2	GRCh38	chr6:29395631-29398008	FALSE	hifi	gene	1	NA	NA
OR10C1	GRCh38	chr6:29439306-29440977	FALSE	v4	gene	0.974293847	0	NA
OR10C1	GRCh38	chr6:29439306-29440977	FALSE	v4	exon	0.987432675	0	NA
OR10C1	GRCh38	chr6:29439306-29440977	FALSE	mrg	gene	0	0	0
OR10C1	GRCh38	chr6:29439306-29440977	FALSE	mrg	exon	0	0	0
OR10C1	GRCh38	chr6:29439306-29440977	FALSE	hifi	gene	1	NA	NA
GABBR1	GRCh38	chr6:29555629-29633976	FALSE	v4	gene	0.951138582	9	NA
GABBR1	GRCh38	chr6:29555629-29633976	FALSE	v4	exon	0.993436225	0	NA
GABBR1	GRCh38	chr6:29555629-29633976	FALSE	mrg	gene	0	0	0
GABBR1	GRCh38	chr6:29555629-29633976	FALSE	mrg	exon	0	0	0
GABBR1	GRCh38	chr6:29555629-29633976	FALSE	hifi	gene	1	NA	NA
MOG	GRCh38	chr6:29657002-29672372	FALSE	v4	gene	0.931520991	26	NA
MOG	GRCh38	chr6:29657002-29672372	FALSE	v4	exon	1	7	NA
MOG	GRCh38	chr6:29657002-29672372	FALSE	mrg	gene	0	0	0
MOG	GRCh38	chr6:29657002-29672372	FALSE	mrg	exon	0	0	0
MOG	GRCh38	chr6:29657002-29672372	FALSE	hifi	gene	1	NA	NA
ZFP57	GRCh38	chr6:29672392-29681110	FALSE	v4	gene	1	30	NA
ZFP57	GRCh38	chr6:29672392-29681110	FALSE	v4	exon	0.994105038	0	NA
ZFP57	GRCh38	chr6:29672392-29681110	FALSE	mrg	gene	0	0	0
ZFP57	GRCh38	chr6:29672392-29681110	FALSE	mrg	exon	0	0	0
ZFP57	GRCh38	chr6:29672392-29681110	FALSE	hifi	gene	1	NA	NA
HLA-G	GRCh38	chr6:29826967-29831125	FALSE	v4	gene	0.992863322	50	NA
HLA-G	GRCh38	chr6:29826967-29831125	FALSE	v4	exon	1	13	NA
HLA-G	GRCh38	chr6:29826967-29831125	FALSE	mrg	gene	0	0	0
HLA-G	GRCh38	chr6:29826967-29831125	FALSE	mrg	exon	0	0	0
HLA-G	GRCh38	chr6:29826967-29831125	FALSE	hifi	gene	1	NA	NA
HLA-A	GRCh38	chr6:29941260-29945884	FALSE	v4	gene	0.93889369600000006	175	NA
HLA-A	GRCh38	chr6:29941260-29945884	FALSE	v4	exon	0.982238967	68	NA
HLA-A	GRCh38	chr6:29941260-29945884	FALSE	mrg	gene	0	0	0
HLA-A	GRCh38	chr6:29941260-29945884	FALSE	mrg	exon	0	0	0
HLA-A	GRCh38	chr6:29941260-29945884	FALSE	hifi	gene	1	NA	NA
FLOT1	GRCh38	chr6:30727709-30742732	FALSE	v4	gene	0.974808733	3	NA
FLOT1	GRCh38	chr6:30727709-30742732	FALSE	v4	exon	0.998381004	0	NA
FLOT1	GRCh38	chr6:30727709-30742732	FALSE	mrg	gene	0	0	0
FLOT1	GRCh38	chr6:30727709-30742732	FALSE	mrg	exon	0	0	0
FLOT1	GRCh38	chr6:30727709-30742732	FALSE	hifi	gene	1	NA	NA
CDSN	GRCh38	chr6:31115087-31120446	FALSE	v4	gene	0.983226787	50	NA
CDSN	GRCh38	chr6:31115087-31120446	FALSE	v4	exon	1	24	NA
CDSN	GRCh38	chr6:31115087-31120446	FALSE	mrg	gene	0	0	0
CDSN	GRCh38	chr6:31115087-31120446	FALSE	mrg	exon	0	0	0
CDSN	GRCh38	chr6:31115087-31120446	FALSE	hifi	gene	1	NA	NA
CCHCR1	GRCh38	chr6:31142439-31158238	FALSE	v4	gene	0.982493595	89	NA
CCHCR1	GRCh38	chr6:31142439-31158238	FALSE	v4	exon	1	15	NA
CCHCR1	GRCh38	chr6:31142439-31158238	FALSE	mrg	gene	0	0	0
CCHCR1	GRCh38	chr6:31142439-31158238	FALSE	mrg	exon	0	0	0
CCHCR1	GRCh38	chr6:31142439-31158238	FALSE	hifi	gene	1	NA	NA
POU5F1	GRCh38	chr6:31164337-31180731	FALSE	v4	gene	0.992901508	113	NA
POU5F1	GRCh38	chr6:31164337-31180731	FALSE	v4	exon	0.992321117	14	NA
POU5F1	GRCh38	chr6:31164337-31180731	FALSE	mrg	gene	0	0	0
POU5F1	GRCh38	chr6:31164337-31180731	FALSE	mrg	exon	0	0	0
POU5F1	GRCh38	chr6:31164337-31180731	FALSE	hifi	gene	1	NA	NA
HLA-C	GRCh38	chr6:31268749-31272130	FALSE	v4	gene	0.82722328	151	NA
HLA-C	GRCh38	chr6:31268749-31272130	FALSE	v4	exon	1	73	NA
HLA-C	GRCh38	chr6:31268749-31272130	FALSE	mrg	gene	0	0	0
HLA-C	GRCh38	chr6:31268749-31272130	FALSE	mrg	exon	0	0	0
HLA-C	GRCh38	chr6:31268749-31272130	FALSE	hifi	gene	1	NA	NA
HLA-B	GRCh38	chr6:31269491-31357188	FALSE	v4	gene	0.983066126	2075	NA
HLA-B	GRCh38	chr6:31269491-31357188	FALSE	v4	exon	0.987565445	66	NA
HLA-B	GRCh38	chr6:31269491-31357188	FALSE	mrg	gene	0	0	0
HLA-B	GRCh38	chr6:31269491-31357188	FALSE	mrg	exon	0	0	0
HLA-B	GRCh38	chr6:31269491-31357188	FALSE	hifi	gene	1	NA	NA
MICA	GRCh38	chr6:31399784-31415315	FALSE	v4	gene	0.985665356	120	NA
MICA	GRCh38	chr6:31399784-31415315	FALSE	v4	exon	0.957257723	33	NA
MICA	GRCh38	chr6:31399784-31415315	FALSE	mrg	gene	0	0	0
MICA	GRCh38	chr6:31399784-31415315	FALSE	mrg	exon	0	0	0
MICA	GRCh38	chr6:31399784-31415315	FALSE	hifi	gene	1	NA	NA
HCP5	GRCh38	chr6:31463170-31478936	FALSE	v4	gene	0.98430093	85	NA
HCP5	GRCh38	chr6:31463170-31478936	FALSE	v4	exon	NA	NA	NA
HCP5	GRCh38	chr6:31463170-31478936	FALSE	mrg	gene	0	0	0
HCP5	GRCh38	chr6:31463170-31478936	FALSE	mrg	exon	NA	NA	NA
HCP5	GRCh38	chr6:31463170-31478936	FALSE	hifi	gene	1	NA	NA
MICB	GRCh38	chr6:31494881-31511124	FALSE	v4	gene	0.951999346	90	NA
MICB	GRCh38	chr6:31494881-31511124	FALSE	v4	exon	0.983352691	8	NA
MICB	GRCh38	chr6:31494881-31511124	FALSE	mrg	gene	0	0	0
MICB	GRCh38	chr6:31494881-31511124	FALSE	mrg	exon	0	0	0
MICB	GRCh38	chr6:31494881-31511124	FALSE	hifi	gene	1	NA	NA
DDX39B	GRCh38	chr6:31530219-31542448	FALSE	v4	gene	0.898402876	34	NA
DDX39B	GRCh38	chr6:31530219-31542448	FALSE	v4	exon	1	3	NA
DDX39B	GRCh38	chr6:31530219-31542448	FALSE	mrg	gene	0	0	0
DDX39B	GRCh38	chr6:31530219-31542448	FALSE	mrg	exon	0	0	0
DDX39B	GRCh38	chr6:31530219-31542448	FALSE	hifi	gene	1	NA	NA
NFKBIL1	GRCh38	chr6:31546870-31558829	FALSE	v4	gene	1	15	NA
NFKBIL1	GRCh38	chr6:31546870-31558829	FALSE	v4	exon	0.953548387	2	NA
NFKBIL1	GRCh38	chr6:31546870-31558829	FALSE	mrg	gene	0	0	0
NFKBIL1	GRCh38	chr6:31546870-31558829	FALSE	mrg	exon	0	0	0
NFKBIL1	GRCh38	chr6:31546870-31558829	FALSE	hifi	gene	1	NA	NA
LTA	GRCh38	chr6:31572054-31574324	FALSE	v4	gene	1	5	NA
LTA	GRCh38	chr6:31572054-31574324	FALSE	v4	exon	1	3	NA
LTA	GRCh38	chr6:31572054-31574324	FALSE	mrg	gene	0	0	0
LTA	GRCh38	chr6:31572054-31574324	FALSE	mrg	exon	0	0	0
LTA	GRCh38	chr6:31572054-31574324	FALSE	hifi	gene	1	NA	NA
TNF	GRCh38	chr6:31575565-31578336	FALSE	v4	gene	0.839211871	1	NA
TNF	GRCh38	chr6:31575565-31578336	FALSE	v4	exon	1	0	NA
TNF	GRCh38	chr6:31575565-31578336	FALSE	mrg	gene	0	0	0
TNF	GRCh38	chr6:31575565-31578336	FALSE	mrg	exon	0	0	0
TNF	GRCh38	chr6:31575565-31578336	FALSE	hifi	gene	1	NA	NA
NCR3	GRCh38	chr6:31588895-31593006	FALSE	v4	gene	0.942214879	8	NA
NCR3	GRCh38	chr6:31588895-31593006	FALSE	v4	exon	1	3	NA
NCR3	GRCh38	chr6:31588895-31593006	FALSE	mrg	gene	0	0	0
NCR3	GRCh38	chr6:31588895-31593006	FALSE	mrg	exon	0	0	0
NCR3	GRCh38	chr6:31588895-31593006	FALSE	hifi	gene	1	NA	NA
MSH5	GRCh38	chr6:31739677-31762676	FALSE	v4	gene	0.983149332	6	NA
MSH5	GRCh38	chr6:31739677-31762676	FALSE	v4	exon	1	1	NA
MSH5	GRCh38	chr6:31739677-31762676	FALSE	mrg	gene	0	0	0
MSH5	GRCh38	chr6:31739677-31762676	FALSE	mrg	exon	0	0	0
MSH5	GRCh38	chr6:31739677-31762676	FALSE	hifi	gene	1	NA	NA
NEU1	GRCh38	chr6:31857659-31862822	FALSE	v4	gene	0.972780009	3	NA
NEU1	GRCh38	chr6:31857659-31862822	FALSE	v4	exon	0.974006573	2	NA
NEU1	GRCh38	chr6:31857659-31862822	FALSE	mrg	gene	0	0	0
NEU1	GRCh38	chr6:31857659-31862822	FALSE	mrg	exon	0	0	0
NEU1	GRCh38	chr6:31857659-31862822	FALSE	hifi	gene	1	NA	NA
EHMT2	GRCh38	chr6:31879759-31897687	FALSE	v4	gene	0.905673774	12	NA
EHMT2	GRCh38	chr6:31879759-31897687	FALSE	v4	exon	0.999280576	2	NA
EHMT2	GRCh38	chr6:31879759-31897687	FALSE	mrg	gene	0	0	0
EHMT2	GRCh38	chr6:31879759-31897687	FALSE	mrg	exon	0	0	0
EHMT2	GRCh38	chr6:31879759-31897687	FALSE	hifi	gene	1	NA	NA
C2	GRCh38	chr6:31897785-31945672	FALSE	v4	gene	0.99673609	22	NA
C2	GRCh38	chr6:31897785-31945672	FALSE	v4	exon	0.987593693	0	NA
C2	GRCh38	chr6:31897785-31945672	FALSE	mrg	gene	0	0	0
C2	GRCh38	chr6:31897785-31945672	FALSE	mrg	exon	0	0	0
C2	GRCh38	chr6:31897785-31945672	FALSE	hifi	gene	1	NA	NA
CFB	GRCh38	chr6:31945650-31952084	FALSE	v4	gene	0.995580214	4	NA
CFB	GRCh38	chr6:31945650-31952084	FALSE	v4	exon	1	1	NA
CFB	GRCh38	chr6:31945650-31952084	FALSE	mrg	gene	0	0	0
CFB	GRCh38	chr6:31945650-31952084	FALSE	mrg	exon	0	0	0
CFB	GRCh38	chr6:31945650-31952084	FALSE	hifi	gene	1	NA	NA
SKIV2L	GRCh38	chr6:31959117-31969751	FALSE	v4	gene	1	6	NA
SKIV2L	GRCh38	chr6:31959117-31969751	FALSE	v4	exon	1	2	NA
SKIV2L	GRCh38	chr6:31959117-31969751	FALSE	mrg	gene	0	0	0
SKIV2L	GRCh38	chr6:31959117-31969751	FALSE	mrg	exon	0	0	0
SKIV2L	GRCh38	chr6:31959117-31969751	FALSE	hifi	gene	1	NA	NA
DXO	GRCh38	chr6:31969810-31972290	FALSE	v4	gene	0.955157715	0	NA
DXO	GRCh38	chr6:31969810-31972290	FALSE	v4	exon	1	0	NA
DXO	GRCh38	chr6:31969810-31972290	FALSE	mrg	gene	0	0	0
DXO	GRCh38	chr6:31969810-31972290	FALSE	mrg	exon	0	0	0
DXO	GRCh38	chr6:31969810-31972290	FALSE	hifi	gene	1	NA	NA
STK19	GRCh38	chr6:31971091-31982821	FALSE	v4	gene	0.988847944	6	NA
STK19	GRCh38	chr6:31971091-31982821	FALSE	v4	exon	1	0	NA
STK19	GRCh38	chr6:31971091-31982821	FALSE	mrg	gene	0	0	0
STK19	GRCh38	chr6:31971091-31982821	FALSE	mrg	exon	0	0	0
STK19	GRCh38	chr6:31971091-31982821	FALSE	hifi	gene	1	NA	NA
C4A	GRCh38	chr6:31982057-32002681	FALSE	v4	gene	0.988847403	15	NA
C4A	GRCh38	chr6:31982057-32002681	FALSE	v4	exon	1	5	NA
C4A	GRCh38	chr6:31982057-32002681	FALSE	mrg	gene	0	0	0
C4A	GRCh38	chr6:31982057-32002681	FALSE	mrg	exon	0	0	0
C4A	GRCh38	chr6:31982057-32002681	FALSE	hifi	gene	1	NA	NA
C4B	GRCh38	chr6:32014795-32035418	FALSE	v4	gene	0.992161592	19	NA
C4B	GRCh38	chr6:32014795-32035418	FALSE	v4	exon	1	4	NA
C4B	GRCh38	chr6:32014795-32035418	FALSE	mrg	gene	0	0	0
C4B	GRCh38	chr6:32014795-32035418	FALSE	mrg	exon	0	0	0
C4B	GRCh38	chr6:32014795-32035418	FALSE	hifi	gene	1	NA	NA
CYP21A2	GRCh38	chr6:32038327-32041644	FALSE	v4	gene	0.982852752	15	NA
CYP21A2	GRCh38	chr6:32038327-32041644	FALSE	v4	exon	0.986973948	8	NA
CYP21A2	GRCh38	chr6:32038327-32041644	FALSE	mrg	gene	0	0	0
CYP21A2	GRCh38	chr6:32038327-32041644	FALSE	mrg	exon	0	0	0
CYP21A2	GRCh38	chr6:32038327-32041644	FALSE	hifi	gene	1	NA	NA
TNXB	GRCh38	chr6:32041153-32115334	FALSE	v4	gene	0.993738819	85	NA
TNXB	GRCh38	chr6:32041153-32115334	FALSE	v4	exon	0.991645244	8	NA
TNXB	GRCh38	chr6:32041153-32115334	FALSE	mrg	gene	0	0	0
TNXB	GRCh38	chr6:32041153-32115334	FALSE	mrg	exon	0	0	0
TNXB	GRCh38	chr6:32041153-32115334	FALSE	hifi	gene	1	NA	NA
AGER	GRCh38	chr6:32180968-32184322	FALSE	v4	gene	0.955105393	2	NA
AGER	GRCh38	chr6:32180968-32184322	FALSE	v4	exon	1	1	NA
AGER	GRCh38	chr6:32180968-32184322	FALSE	mrg	gene	0	0	0
AGER	GRCh38	chr6:32180968-32184322	FALSE	mrg	exon	0	0	0
AGER	GRCh38	chr6:32180968-32184322	FALSE	hifi	gene	1	NA	NA
NOTCH4	GRCh38	chr6:32194843-32224067	FALSE	v4	gene	0.943942271	60	NA
NOTCH4	GRCh38	chr6:32194843-32224067	FALSE	v4	exon	0.996723753	10	NA
NOTCH4	GRCh38	chr6:32194843-32224067	FALSE	mrg	gene	0	0	0
NOTCH4	GRCh38	chr6:32194843-32224067	FALSE	mrg	exon	0	0	0
NOTCH4	GRCh38	chr6:32194843-32224067	FALSE	hifi	gene	1	NA	NA
BTNL2	GRCh38	chr6:32393963-32407128	FALSE	v4	gene	0.984713622	33	NA
BTNL2	GRCh38	chr6:32393963-32407128	FALSE	v4	exon	1	4	NA
BTNL2	GRCh38	chr6:32393963-32407128	FALSE	mrg	gene	0	0	0
BTNL2	GRCh38	chr6:32393963-32407128	FALSE	mrg	exon	0	0	0
BTNL2	GRCh38	chr6:32393963-32407128	FALSE	hifi	gene	1	NA	NA
HLA-DRA	GRCh38	chr6:32439878-32445046	FALSE	v4	gene	0	43	NA
HLA-DRA	GRCh38	chr6:32439878-32445046	FALSE	v4	exon	1	9	NA
HLA-DRA	GRCh38	chr6:32439878-32445046	FALSE	mrg	gene	0	0	0
HLA-DRA	GRCh38	chr6:32439878-32445046	FALSE	mrg	exon	0	0	0
HLA-DRA	GRCh38	chr6:32439878-32445046	FALSE	hifi	gene	0.254840541	NA	NA
HLA-DRB1	GRCh38	chr6:32578769-32589848	FALSE	v4	gene	0.941481756	0	NA
HLA-DRB1	GRCh38	chr6:32578769-32589848	FALSE	v4	exon	0	0	NA
HLA-DRB1	GRCh38	chr6:32578769-32589848	FALSE	mrg	gene	0	0	0
HLA-DRB1	GRCh38	chr6:32578769-32589848	FALSE	mrg	exon	0	0	0
HLA-DRB1	GRCh38	chr6:32578769-32589848	FALSE	hifi	gene	1	NA	NA
HLA-DQA1	GRCh38	chr6:32628179-32647062	FALSE	v4	gene	0.692462988	1093	NA
HLA-DQA1	GRCh38	chr6:32628179-32647062	FALSE	v4	exon	0.98564868	132	NA
HLA-DQA1	GRCh38	chr6:32628179-32647062	FALSE	mrg	gene	0	0	0
HLA-DQA1	GRCh38	chr6:32628179-32647062	FALSE	mrg	exon	0	0	0
HLA-DQA1	GRCh38	chr6:32628179-32647062	FALSE	hifi	gene	1	NA	NA
HLA-DQB1	GRCh38	chr6:32659467-32668383	FALSE	v4	gene	0.971600638	553	NA
HLA-DQB1	GRCh38	chr6:32659467-32668383	FALSE	v4	exon	0.77915493	107	NA
HLA-DQB1	GRCh38	chr6:32659467-32668383	FALSE	mrg	gene	0	0	0
HLA-DQB1	GRCh38	chr6:32659467-32668383	FALSE	mrg	exon	0	0	0
HLA-DQB1	GRCh38	chr6:32659467-32668383	FALSE	hifi	gene	1	NA	NA
TAP2	GRCh38	chr6:32821833-32838770	FALSE	v4	gene	0.992932862	51	NA
TAP2	GRCh38	chr6:32821833-32838770	FALSE	v4	exon	0.94882276	17	NA
TAP2	GRCh38	chr6:32821833-32838770	FALSE	mrg	gene	0	0	0
TAP2	GRCh38	chr6:32821833-32838770	FALSE	mrg	exon	0	0	0
TAP2	GRCh38	chr6:32821833-32838770	FALSE	hifi	gene	1	NA	NA
PSMB8	GRCh38	chr6:32840717-32844679	FALSE	v4	gene	0.989508496	4	NA
PSMB8	GRCh38	chr6:32840717-32844679	FALSE	v4	exon	1	0	NA
PSMB8	GRCh38	chr6:32840717-32844679	FALSE	mrg	gene	0	0	0
PSMB8	GRCh38	chr6:32840717-32844679	FALSE	mrg	exon	0	0	0
PSMB8	GRCh38	chr6:32840717-32844679	FALSE	hifi	gene	1	NA	NA
TAP1	GRCh38	chr6:32845209-32853978	FALSE	v4	gene	0.960498799	5	NA
TAP1	GRCh38	chr6:32845209-32853978	FALSE	v4	exon	1	0	NA
TAP1	GRCh38	chr6:32845209-32853978	FALSE	mrg	gene	0	0	0
TAP1	GRCh38	chr6:32845209-32853978	FALSE	mrg	exon	0	0	0
TAP1	GRCh38	chr6:32845209-32853978	FALSE	hifi	gene	1	NA	NA
BRD2	GRCh38	chr6:32968594-32981505	FALSE	v4	gene	0.989420692	27	NA
BRD2	GRCh38	chr6:32968594-32981505	FALSE	v4	exon	0.93746531	6	NA
BRD2	GRCh38	chr6:32968594-32981505	FALSE	mrg	gene	0	0	0
BRD2	GRCh38	chr6:32968594-32981505	FALSE	mrg	exon	0	0	0
BRD2	GRCh38	chr6:32968594-32981505	FALSE	hifi	gene	1	NA	NA
HLA-DPB1	GRCh38	chr6:33075990-33089696	FALSE	v4	gene	0.971201828	5	NA
HLA-DPB1	GRCh38	chr6:33075990-33089696	FALSE	v4	exon	0.989209536	2	NA
HLA-DPB1	GRCh38	chr6:33075990-33089696	FALSE	mrg	gene	0	0	0
HLA-DPB1	GRCh38	chr6:33075990-33089696	FALSE	mrg	exon	0	0	0
HLA-DPB1	GRCh38	chr6:33075990-33089696	FALSE	hifi	gene	1	NA	NA
HLA-DPB2	GRCh38	chr6:33112451-33129084	FALSE	v4	gene	0.99456704	155	NA
HLA-DPB2	GRCh38	chr6:33112451-33129084	FALSE	v4	exon	NA	NA	NA
HLA-DPB2	GRCh38	chr6:33112451-33129084	FALSE	mrg	gene	0	0	0
HLA-DPB2	GRCh38	chr6:33112451-33129084	FALSE	mrg	exon	NA	NA	NA
HLA-DPB2	GRCh38	chr6:33112451-33129084	FALSE	hifi	gene	1	NA	NA
COL11A2	GRCh38	chr6:33162681-33192499	FALSE	v4	gene	0.988065897	51	NA
COL11A2	GRCh38	chr6:33162681-33192499	FALSE	v4	exon	0.994784258	3	NA
COL11A2	GRCh38	chr6:33162681-33192499	FALSE	mrg	gene	0	0	0
COL11A2	GRCh38	chr6:33162681-33192499	FALSE	mrg	exon	0	0	0
COL11A2	GRCh38	chr6:33162681-33192499	FALSE	hifi	gene	1	NA	NA
B3GALT4	GRCh38	chr6:33277123-33284832	FALSE	v4	gene	0.828557817	4	NA
B3GALT4	GRCh38	chr6:33277123-33284832	FALSE	v4	exon	0.974148061	0	NA
B3GALT4	GRCh38	chr6:33277123-33284832	FALSE	mrg	gene	0	0	0
B3GALT4	GRCh38	chr6:33277123-33284832	FALSE	mrg	exon	0	0	0
B3GALT4	GRCh38	chr6:33277123-33284832	FALSE	hifi	gene	1	NA	NA
TAPBP	GRCh38	chr6:33299694-33314387	FALSE	v4	gene	0.967249888	17	NA
TAPBP	GRCh38	chr6:33299694-33314387	FALSE	v4	exon	0.83025	6	NA
TAPBP	GRCh38	chr6:33299694-33314387	FALSE	mrg	gene	0	0	0
TAPBP	GRCh38	chr6:33299694-33314387	FALSE	mrg	exon	0	0	0
TAPBP	GRCh38	chr6:33299694-33314387	FALSE	hifi	gene	1	NA	NA
DAXX	GRCh38	chr6:33318558-33323016	FALSE	v4	gene	0.953303162	4	NA
DAXX	GRCh38	chr6:33318558-33323016	FALSE	v4	exon	0.990794016	1	NA
DAXX	GRCh38	chr6:33318558-33323016	FALSE	mrg	gene	0	0	0
DAXX	GRCh38	chr6:33318558-33323016	FALSE	mrg	exon	0	0	0
DAXX	GRCh38	chr6:33318558-33323016	FALSE	hifi	gene	1	NA	NA
SYNGAP1	GRCh38	chr6:33419661-33453689	FALSE	v4	gene	1	19	NA
SYNGAP1	GRCh38	chr6:33419661-33453689	FALSE	v4	exon	0.920947298	1	NA
SYNGAP1	GRCh38	chr6:33419661-33453689	FALSE	mrg	gene	0	0	0
SYNGAP1	GRCh38	chr6:33419661-33453689	FALSE	mrg	exon	0	0	0
SYNGAP1	GRCh38	chr6:33419661-33453689	FALSE	hifi	gene	1	NA	NA
HMGA1	GRCh38	chr6:34236873-34246231	FALSE	v4	gene	0.976088218	14	NA
HMGA1	GRCh38	chr6:34236873-34246231	FALSE	v4	exon	1	4	NA
HMGA1	GRCh38	chr6:34236873-34246231	FALSE	mrg	gene	0	0	0
HMGA1	GRCh38	chr6:34236873-34246231	FALSE	mrg	exon	0	0	0
HMGA1	GRCh38	chr6:34236873-34246231	FALSE	hifi	gene	1	NA	NA
RPS10	GRCh38	chr6:34417454-34426069	FALSE	v4	gene	0.981464351	8	NA
RPS10	GRCh38	chr6:34417454-34426069	FALSE	v4	exon	1	2	NA
RPS10	GRCh38	chr6:34417454-34426069	FALSE	mrg	gene	0	0	0
RPS10	GRCh38	chr6:34417454-34426069	FALSE	mrg	exon	0	0	0
RPS10	GRCh38	chr6:34417454-34426069	FALSE	hifi	gene	1	NA	NA
ANKS1A	GRCh38	chr6:34889255-35091406	FALSE	v4	gene	0.981254958	215	NA
ANKS1A	GRCh38	chr6:34889255-35091406	FALSE	v4	exon	1	10	NA
ANKS1A	GRCh38	chr6:34889255-35091406	FALSE	mrg	gene	0	0	0
ANKS1A	GRCh38	chr6:34889255-35091406	FALSE	mrg	exon	0	0	0
ANKS1A	GRCh38	chr6:34889255-35091406	FALSE	hifi	gene	1	NA	NA
DEF6	GRCh38	chr6:35297818-35321771	FALSE	v4	gene	0.966607965	27	NA
DEF6	GRCh38	chr6:35297818-35321771	FALSE	v4	exon	1	2	NA
DEF6	GRCh38	chr6:35297818-35321771	FALSE	mrg	gene	0	0	0
DEF6	GRCh38	chr6:35297818-35321771	FALSE	mrg	exon	0	0	0
DEF6	GRCh38	chr6:35297818-35321771	FALSE	hifi	gene	1	NA	NA
FANCE	GRCh38	chr6:35452338-35467102	FALSE	v4	gene	0.986153641	35	NA
FANCE	GRCh38	chr6:35452338-35467102	FALSE	v4	exon	1	4	NA
FANCE	GRCh38	chr6:35452338-35467102	FALSE	mrg	gene	0	0	0
FANCE	GRCh38	chr6:35452338-35467102	FALSE	mrg	exon	0	0	0
FANCE	GRCh38	chr6:35452338-35467102	FALSE	hifi	gene	1	NA	NA
TULP1	GRCh38	chr6:35497874-35512896	FALSE	v4	gene	0.936986284	13	NA
TULP1	GRCh38	chr6:35497874-35512896	FALSE	v4	exon	1	4	NA
TULP1	GRCh38	chr6:35497874-35512896	FALSE	mrg	gene	0	0	0
TULP1	GRCh38	chr6:35497874-35512896	FALSE	mrg	exon	0	0	0
TULP1	GRCh38	chr6:35497874-35512896	FALSE	hifi	gene	1	NA	NA
FKBP5	GRCh38	chr6:35573585-35728583	FALSE	v4	gene	0.895831172	139	NA
FKBP5	GRCh38	chr6:35573585-35728583	FALSE	v4	exon	0.997268017	7	NA
FKBP5	GRCh38	chr6:35573585-35728583	FALSE	mrg	gene	0	0	0
FKBP5	GRCh38	chr6:35573585-35728583	FALSE	mrg	exon	0	0	0
FKBP5	GRCh38	chr6:35573585-35728583	FALSE	hifi	gene	0.861346396	NA	NA
LHFPL5	GRCh38	chr6:35797206-35845397	FALSE	v4	gene	0.977834439	107	NA
LHFPL5	GRCh38	chr6:35797206-35845397	FALSE	v4	exon	0.894084507	6	NA
LHFPL5	GRCh38	chr6:35797206-35845397	FALSE	mrg	gene	0	0	0
LHFPL5	GRCh38	chr6:35797206-35845397	FALSE	mrg	exon	0	0	0
LHFPL5	GRCh38	chr6:35797206-35845397	FALSE	hifi	gene	1	NA	NA
PNPLA1	GRCh38	chr6:36243203-36312229	FALSE	v4	gene	0.958477816	83	NA
PNPLA1	GRCh38	chr6:36243203-36312229	FALSE	v4	exon	1	1	NA
PNPLA1	GRCh38	chr6:36243203-36312229	FALSE	mrg	gene	0	0	0
PNPLA1	GRCh38	chr6:36243203-36312229	FALSE	mrg	exon	0	0	0
PNPLA1	GRCh38	chr6:36243203-36312229	FALSE	hifi	gene	1	NA	NA
SRSF3	GRCh38	chr6:36594353-36605600	FALSE	v4	gene	0.952928197	2	NA
SRSF3	GRCh38	chr6:36594353-36605600	FALSE	v4	exon	0.993158495	0	NA
SRSF3	GRCh38	chr6:36594353-36605600	FALSE	mrg	gene	0	0	0
SRSF3	GRCh38	chr6:36594353-36605600	FALSE	mrg	exon	0	0	0
SRSF3	GRCh38	chr6:36594353-36605600	FALSE	hifi	gene	1	NA	NA
CDKN1A	GRCh38	chr6:36676460-36687337	FALSE	v4	gene	1	29	NA
CDKN1A	GRCh38	chr6:36676460-36687337	FALSE	v4	exon	1	2	NA
CDKN1A	GRCh38	chr6:36676460-36687337	FALSE	mrg	gene	0	0	0
CDKN1A	GRCh38	chr6:36676460-36687337	FALSE	mrg	exon	0	0	0
CDKN1A	GRCh38	chr6:36676460-36687337	FALSE	hifi	gene	1	NA	NA
PIM1	GRCh38	chr6:37170152-37175428	FALSE	v4	gene	0.981411796	2	NA
PIM1	GRCh38	chr6:37170152-37175428	FALSE	v4	exon	1	1	NA
PIM1	GRCh38	chr6:37170152-37175428	FALSE	mrg	gene	0	0	0
PIM1	GRCh38	chr6:37170152-37175428	FALSE	mrg	exon	0	0	0
PIM1	GRCh38	chr6:37170152-37175428	FALSE	hifi	gene	1	NA	NA
BTBD9	GRCh38	chr6:38168451-38640148	FALSE	v4	gene	0.984974284	520	NA
BTBD9	GRCh38	chr6:38168451-38640148	FALSE	v4	exon	0.959230517	20	NA
BTBD9	GRCh38	chr6:38168451-38640148	FALSE	mrg	gene	0	0	0
BTBD9	GRCh38	chr6:38168451-38640148	FALSE	mrg	exon	0	0	0
BTBD9	GRCh38	chr6:38168451-38640148	FALSE	hifi	gene	1	NA	NA
GLO1	GRCh38	chr6:38675925-38703145	FALSE	v4	gene	0.991110484	20	NA
GLO1	GRCh38	chr6:38675925-38703145	FALSE	v4	exon	1	1	NA
